cust_id,gender,religion,employment,postal_code,number_client_calls_to_BANK,cat_number_client_calls_from_BANK,age,relationship_length
11333,M,M,Unemployed,10,4,0,34.0,2.0
11334,M,U,Public Sector,50,0,0,29.0,2.0
11335,M,J,Unemployed,60,1,0,,
11336,F,U,Private Sector,30,4,0,43.0,2.0
11337,M,J,Private Sector,30,0,0,41.0,4.0
11338,M,J,Unemployed,30,0,1,28.0,2.0
11339,F,U,Private Sector,40,0,0,42.0,3.0
11340,F,O,Private Sector,20,0,0,43.0,1.0
11341,M,O,Self-employed,50,0,0,36.0,3.0
11342,F,C,Private Sector,30,0,1,38.0,1.0
11343,F,U,Public Sector,30,0,0,27.0,4.0
11344,M,C,Public Sector,10,1,0,43.0,3.0
11345,F,U,Private Sector,10,0,0,29.0,1.0
11346,F,U,Self-employed,60,0,0,28.0,2.0
11347,F,J,Public Sector,60,0,0,37.0,1.0
11348,F,O,Self-employed,50,5,1,38.0,2.0
11349,M,J,Unemployed,50,3,0,41.0,0.0
11350,F,U,Self-employed,10,1,0,33.0,3.0
11351,M,M,Self-employed,40,2,0,38.0,1.0
11352,M,U,Unemployed,20,0,5,37.0,3.0
11353,M,C,Private Sector,70,1,0,37.0,1.0
11354,M,C,Self-employed,10,4,4,28.0,0.0
11355,M,C,Public Sector,10,0,0,36.0,3.0
11356,F,U,Unemployed,50,0,5,36.0,3.0
11357,F,U,Private Sector,30,2,0,44.0,1.0
11358,F,O,Private Sector,10,1,1,31.0,1.0
11359,M,J,Self-employed,30,5,0,33.0,2.0
11360,M,U,Unemployed,10,0,5,38.0,4.0
11361,F,M,Private Sector,30,5,0,40.0,0.0
11362,M,C,Public Sector,30,3,0,36.0,4.0
11363,F,C,Private Sector,80,1,4,36.0,4.0
11364,M,C,Private Sector,50,0,5,40.0,3.0
11366,M,C,Private Sector,30,0,4,42.0,0.0
11367,F,U,Private Sector,50,0,0,30.0,2.0
11368,M,C,Private Sector,20,5,1,33.0,2.0
11369,M,M,Private Sector,20,5,5,47.0,0.0
11370,M,O,Public Sector,10,0,0,32.0,3.0
11371,M,U,Private Sector,10,3,1,,
11372,M,U,Private Sector,30,5,5,34.0,1.0
11373,M,M,Public Sector,50,0,1,29.0,2.0
11374,F,C,Public Sector,20,0,0,29.0,2.0
11375,M,U,Private Sector,60,0,0,51.0,3.0
11376,M,C,Private Sector,10,0,2,34.0,4.0
11377,F,U,Unemployed,20,0,0,49.0,0.0
11378,M,O,Private Sector,10,0,0,38.0,1.0
11379,M,U,Private Sector,50,5,2,37.0,0.0
11380,F,U,Private Sector,10,0,2,34.0,1.0
11381,F,M,Unemployed,50,0,2,36.0,4.0
11382,M,C,Private Sector,30,1,1,30.0,2.0
11383,F,U,Public Sector,40,2,0,,
11384,F,M,Private Sector,20,5,1,37.0,2.0
11385,M,C,Unemployed,50,5,5,37.0,1.0
11386,F,U,Unemployed,10,1,0,30.0,1.0
11387,M,U,Private Sector,60,3,0,37.0,4.0
11388,M,U,Self-employed,10,2,4,38.0,3.0
11389,M,U,Public Sector,10,0,4,32.0,0.0
11390,M,C,Unemployed,40,0,1,35.0,1.0
11391,F,U,Public Sector,40,0,1,29.0,1.0
11392,F,U,Public Sector,50,1,0,27.0,2.0
11393,M,U,Unemployed,10,0,5,27.0,1.0
11394,M,C,Private Sector,30,3,0,33.0,3.0
11395,M,M,Unemployed,20,5,0,39.0,3.0
11396,M,U,Self-employed,20,3,0,49.0,0.0
11397,M,C,Unemployed,30,0,2,,
11398,M,U,Public Sector,70,0,4,34.0,2.0
11399,M,C,Private Sector,50,4,0,36.0,4.0
11400,M,U,Unemployed,20,3,0,42.0,4.0
11401,F,C,Private Sector,30,0,2,32.0,0.0
11402,M,C,Unemployed,20,0,0,35.0,1.0
11403,M,U,Unemployed,80,2,0,27.0,1.0
11404,M,U,Private Sector,70,0,5,29.0,1.0
11405,M,U,Self-employed,10,3,0,31.0,1.0
11406,M,U,Public Sector,80,3,0,39.0,1.0
11407,M,C,Unemployed,70,1,0,41.0,3.0
11408,M,C,Private Sector,60,4,0,35.0,3.0
11409,F,U,Self-employed,30,2,1,32.0,3.0
11410,M,U,Private Sector,10,2,0,35.0,3.0
11411,M,U,Unemployed,50,0,0,32.0,2.0
11412,M,U,Private Sector,50,0,5,34.0,3.0
11413,F,J,Public Sector,70,5,4,36.0,4.0
11414,M,C,Private Sector,30,2,0,33.0,2.0
11415,M,U,Unemployed,30,1,2,27.0,1.0
11416,M,U,Self-employed,30,4,0,35.0,2.0
11417,F,C,Private Sector,50,4,0,29.0,3.0
11418,M,U,Unemployed,10,0,0,23.0,1.0
11419,M,M,Unemployed,20,0,0,43.0,3.0
11420,M,U,Private Sector,10,0,0,37.0,3.0
11421,M,U,Unemployed,10,0,0,33.0,3.0
11422,F,C,Public Sector,60,0,0,23.0,1.0
11423,M,U,Self-employed,30,0,0,36.0,0.0
11424,M,C,Public Sector,60,0,0,33.0,3.0
11425,M,O,Unemployed,50,2,4,,
11426,M,C,Private Sector,20,2,0,36.0,1.0
11427,M,C,Public Sector,20,0,1,49.0,1.0
11428,M,C,Private Sector,50,1,0,42.0,1.0
11429,M,O,Unemployed,30,1,0,,
11430,M,C,Private Sector,30,1,5,28.0,0.0
11431,M,O,Public Sector,10,0,4,27.0,3.0
11432,M,C,Private Sector,20,0,4,29.0,2.0
11433,M,U,Public Sector,50,0,0,30.0,0.0
11434,F,U,Private Sector,50,1,5,36.0,3.0
11435,M,C,Private Sector,40,0,0,,
11436,F,J,Private Sector,40,0,5,36.0,1.0
11437,F,M,Private Sector,70,0,0,41.0,1.0
11438,M,M,Unemployed,10,1,0,40.0,4.0
11439,F,O,Unemployed,10,1,0,30.0,0.0
11440,M,C,Private Sector,50,4,0,46.0,1.0
11441,M,C,Public Sector,40,0,3,43.0,3.0
11442,F,M,Self-employed,50,5,2,49.0,2.0
11443,M,U,Self-employed,80,0,5,41.0,2.0
11444,M,U,Unemployed,20,0,1,,
11445,M,C,Public Sector,50,4,4,33.0,2.0
11446,M,O,Public Sector,80,0,3,34.0,4.0
11447,M,C,Public Sector,20,3,0,37.0,3.0
11448,F,C,Public Sector,70,5,0,41.0,1.0
11449,M,M,Private Sector,20,1,0,34.0,2.0
11450,F,U,Public Sector,50,0,0,,
11451,F,C,Self-employed,50,0,0,35.0,1.0
11452,F,U,Private Sector,10,0,0,37.0,0.0
11453,M,U,Private Sector,50,0,0,34.0,2.0
11454,M,U,Private Sector,30,4,0,32.0,4.0
11455,M,J,Private Sector,30,0,4,41.0,3.0
11456,M,U,Private Sector,10,0,0,39.0,3.0
11457,M,C,Private Sector,30,0,0,34.0,2.0
11458,F,U,Unemployed,30,0,0,35.0,3.0
11459,F,C,Private Sector,20,2,0,31.0,3.0
11460,M,U,Public Sector,70,5,1,30.0,1.0
11461,F,U,Public Sector,40,0,4,36.0,3.0
11462,M,O,Private Sector,70,4,0,36.0,2.0
11463,M,U,Private Sector,10,1,0,33.0,3.0
11464,M,U,Unemployed,10,0,5,,
11465,M,U,Private Sector,10,2,2,38.0,1.0
11466,M,U,Private Sector,50,0,0,41.0,1.0
11467,M,U,Public Sector,40,5,0,47.0,1.0
11468,M,O,Private Sector,80,0,4,22.0,0.0
11469,M,C,Unemployed,60,2,4,36.0,3.0
11470,F,C,Unemployed,10,0,0,26.0,2.0
11471,M,C,Self-employed,50,0,4,,
11472,M,U,Unemployed,50,0,0,26.0,3.0
11473,F,J,Self-employed,60,5,1,30.0,2.0
11474,M,U,Public Sector,10,0,0,32.0,1.0
11475,M,U,Self-employed,50,0,1,26.0,2.0
11476,M,O,Public Sector,40,1,0,31.0,4.0
11477,M,M,Private Sector,80,0,3,41.0,3.0
11478,F,C,Unemployed,20,0,2,36.0,0.0
11479,M,C,Private Sector,20,1,0,29.0,0.0
11480,M,U,Private Sector,20,0,2,35.0,0.0
11481,F,C,Self-employed,60,1,0,37.0,3.0
11482,M,U,Public Sector,30,0,2,39.0,1.0
11483,M,U,Public Sector,60,5,0,35.0,1.0
11484,M,C,Private Sector,60,2,4,30.0,3.0
11485,F,O,Unemployed,40,1,0,33.0,3.0
11486,F,O,Private Sector,30,4,5,42.0,0.0
11487,M,U,Private Sector,30,0,0,29.0,2.0
11488,M,J,Private Sector,80,5,1,38.0,1.0
11489,M,M,Public Sector,70,3,0,32.0,2.0
11490,M,U,Private Sector,20,2,1,32.0,3.0
11491,M,U,Private Sector,10,0,0,36.0,2.0
11492,F,C,Unemployed,50,5,0,31.0,3.0
11493,F,C,Private Sector,80,1,0,36.0,0.0
11494,F,U,Private Sector,40,3,3,42.0,3.0
11495,F,U,Private Sector,80,1,0,42.0,1.0
11496,M,U,Unemployed,40,0,1,34.0,4.0
11497,M,U,Private Sector,20,0,1,43.0,3.0
11498,M,U,Public Sector,30,0,4,36.0,2.0
11499,M,U,Private Sector,80,0,0,38.0,1.0
11500,F,U,Self-employed,40,2,1,30.0,3.0
11501,M,C,Unemployed,40,3,0,39.0,2.0
11502,M,M,Unemployed,30,2,0,47.0,2.0
11503,M,J,Public Sector,10,0,2,33.0,3.0
11504,M,U,Private Sector,80,0,0,43.0,2.0
11505,M,J,Unemployed,70,0,0,32.0,0.0
11506,M,C,Private Sector,10,0,1,34.0,3.0
11507,F,U,Public Sector,30,0,1,28.0,1.0
11508,M,O,Self-employed,40,3,5,33.0,1.0
11509,F,C,Private Sector,10,0,3,39.0,0.0
11510,F,J,Unemployed,40,0,0,40.0,2.0
11511,F,C,Public Sector,30,1,0,38.0,3.0
11512,F,U,Private Sector,10,3,4,,
11513,F,M,Unemployed,10,1,4,28.0,2.0
11514,M,C,Unemployed,30,0,0,41.0,1.0
11515,M,U,Self-employed,40,1,0,46.0,3.0
11516,M,C,Unemployed,50,0,1,31.0,3.0
11517,M,U,Private Sector,50,3,1,36.0,1.0
11518,M,U,Unemployed,20,3,0,33.0,3.0
11519,M,C,Private Sector,40,2,4,30.0,3.0
11520,M,U,Unemployed,20,0,1,44.0,1.0
11521,M,U,Public Sector,80,0,0,,
11522,F,C,Public Sector,10,2,0,31.0,3.0
11523,F,U,Unemployed,40,0,4,,
11524,M,C,Private Sector,30,4,1,34.0,1.0
11525,M,M,Private Sector,50,0,1,33.0,1.0
11526,M,U,Public Sector,40,2,5,,
11527,M,C,Unemployed,70,2,5,27.0,2.0
11528,F,M,Private Sector,30,0,0,40.0,1.0
11529,M,M,Public Sector,30,0,0,32.0,2.0
11530,M,U,Public Sector,40,0,4,44.0,0.0
11531,F,U,Public Sector,50,4,0,36.0,1.0
11532,M,U,Private Sector,30,0,0,25.0,3.0
11533,M,U,Public Sector,10,3,0,36.0,1.0
11534,M,U,Public Sector,60,0,0,36.0,3.0
11535,M,U,Private Sector,40,0,0,,
11536,M,C,Private Sector,30,0,0,23.0,1.0
11537,M,C,Unemployed,20,0,0,43.0,3.0
11538,M,U,Public Sector,10,4,1,30.0,3.0
11539,M,C,Public Sector,10,2,5,32.0,1.0
11540,F,U,Public Sector,50,4,3,36.0,3.0
11541,M,C,Private Sector,50,1,3,26.0,1.0
11542,M,C,Private Sector,40,0,0,47.0,1.0
11543,M,C,Private Sector,30,0,1,45.0,2.0
11544,M,J,Public Sector,30,5,0,23.0,1.0
11545,M,O,Unemployed,40,0,4,,
11546,M,U,Private Sector,50,3,4,,
11547,M,M,Public Sector,80,0,0,33.0,1.0
11548,M,C,Public Sector,80,2,4,37.0,1.0
11549,M,U,Private Sector,80,2,0,41.0,3.0
11550,M,M,Private Sector,10,3,1,,
11551,M,C,Private Sector,40,2,0,,
11552,F,U,Private Sector,40,2,5,30.0,1.0
11553,F,O,Public Sector,60,5,2,37.0,3.0
11554,F,C,Unemployed,10,0,1,40.0,1.0
11555,M,M,Private Sector,20,0,0,36.0,3.0
11556,M,C,Private Sector,20,2,0,,
11557,M,U,Private Sector,40,5,0,32.0,0.0
11558,F,U,Private Sector,30,3,5,30.0,0.0
11559,M,U,Private Sector,50,0,0,31.0,2.0
11560,F,C,Unemployed,70,1,1,37.0,1.0
11561,F,C,Private Sector,20,1,0,36.0,0.0
11562,F,C,Private Sector,30,5,1,,
11563,M,C,Private Sector,30,0,2,34.0,3.0
11564,M,U,Private Sector,20,3,5,41.0,4.0
11565,M,U,Public Sector,10,3,1,34.0,2.0
11566,M,U,Private Sector,10,1,0,33.0,3.0
11567,M,C,Private Sector,10,5,0,34.0,1.0
11568,F,C,Unemployed,60,2,1,36.0,3.0
11569,M,C,Self-employed,10,0,4,,
11570,M,C,Private Sector,60,1,1,32.0,3.0
11571,M,C,Unemployed,30,0,2,37.0,0.0
11572,F,J,Private Sector,30,5,0,41.0,3.0
11573,M,C,Private Sector,20,0,1,41.0,1.0
11574,F,M,Public Sector,10,0,0,23.0,2.0
11575,F,M,Unemployed,80,0,1,32.0,0.0
11576,F,O,Self-employed,40,5,0,35.0,3.0
11577,M,U,Unemployed,60,1,1,36.0,0.0
11578,M,C,Public Sector,60,0,0,34.0,3.0
11579,M,U,Public Sector,40,0,0,39.0,3.0
11580,M,U,Private Sector,20,0,0,29.0,2.0
11581,F,U,Private Sector,80,5,0,32.0,3.0
11582,M,J,Private Sector,10,1,0,36.0,2.0
11583,F,U,Private Sector,80,0,4,32.0,1.0
11584,M,M,Public Sector,10,3,0,31.0,1.0
11585,F,U,Private Sector,40,0,5,,
11586,M,C,Private Sector,30,0,0,27.0,3.0
11587,F,U,Private Sector,40,1,0,31.0,3.0
11588,F,U,Public Sector,50,0,0,47.0,1.0
11589,M,C,Private Sector,10,1,0,38.0,0.0
11590,M,J,Public Sector,60,0,4,31.0,2.0
11591,M,C,Unemployed,30,1,3,34.0,2.0
11592,F,J,Self-employed,30,1,0,29.0,1.0
11593,M,U,Self-employed,10,5,2,31.0,1.0
11594,F,C,Private Sector,10,0,4,,
11595,M,C,Unemployed,30,0,1,24.0,2.0
11596,F,C,Private Sector,20,5,1,41.0,1.0
11597,M,C,Self-employed,20,0,4,41.0,3.0
11598,M,C,Private Sector,20,0,4,49.0,1.0
11599,F,U,Public Sector,40,1,0,30.0,2.0
11600,M,M,Private Sector,40,4,4,35.0,0.0
11601,F,J,Private Sector,10,2,3,35.0,2.0
11602,F,U,Self-employed,30,3,0,37.0,3.0
11603,M,U,Public Sector,40,0,0,38.0,1.0
11604,M,U,Private Sector,50,3,0,40.0,1.0
11605,M,U,Private Sector,50,0,0,40.0,2.0
11606,M,U,Private Sector,60,1,1,31.0,0.0
11607,F,U,Unemployed,20,5,0,,
11608,M,U,Self-employed,70,0,1,37.0,2.0
11609,M,J,Public Sector,30,1,0,34.0,2.0
11610,F,U,Public Sector,40,5,2,34.0,1.0
11611,F,C,Unemployed,40,1,0,38.0,3.0
11612,M,C,Private Sector,50,0,5,41.0,1.0
11613,M,O,Private Sector,70,0,0,36.0,1.0
11614,F,C,Private Sector,40,1,0,30.0,1.0
11615,F,C,Unemployed,20,2,0,31.0,1.0
11616,M,U,Public Sector,20,5,0,41.0,3.0
11617,M,C,Private Sector,50,2,0,34.0,2.0
11618,F,J,Public Sector,40,4,4,42.0,0.0
11619,F,C,Private Sector,30,0,5,39.0,0.0
11620,M,O,Private Sector,10,0,0,37.0,0.0
11621,M,U,Public Sector,20,0,5,33.0,1.0
11622,M,O,Private Sector,40,2,5,,
11623,F,C,Unemployed,60,0,0,35.0,2.0
11624,F,O,Private Sector,20,1,1,25.0,2.0
11625,F,C,Unemployed,70,0,2,38.0,1.0
11626,F,U,Private Sector,20,0,0,32.0,3.0
11627,F,M,Public Sector,20,0,0,29.0,2.0
11628,F,O,Public Sector,60,0,0,31.0,3.0
11629,F,U,Private Sector,70,5,4,40.0,1.0
11630,F,U,Private Sector,10,4,5,,
11631,M,U,Public Sector,80,3,0,,
11632,F,C,Public Sector,50,5,0,35.0,1.0
11633,M,C,Private Sector,80,0,4,47.0,3.0
11634,F,M,Private Sector,30,0,2,41.0,3.0
11635,M,U,Public Sector,10,1,0,33.0,1.0
11636,M,M,Unemployed,20,0,0,29.0,3.0
11637,M,M,Private Sector,40,3,5,34.0,2.0
11638,M,O,Public Sector,50,5,0,34.0,3.0
11639,M,U,Private Sector,80,1,4,40.0,1.0
11640,M,C,Self-employed,30,0,0,,
11641,M,C,Public Sector,60,0,4,41.0,4.0
11642,F,U,Public Sector,60,0,0,33.0,2.0
11643,M,M,Self-employed,30,0,2,37.0,3.0
11644,M,C,Private Sector,10,5,1,44.0,1.0
11645,F,U,Public Sector,30,0,0,35.0,4.0
11646,M,C,Self-employed,40,1,0,40.0,3.0
11647,M,U,Unemployed,10,2,4,28.0,0.0
11648,M,U,Unemployed,10,0,1,41.0,1.0
11649,F,C,Public Sector,50,3,5,37.0,3.0
11650,M,C,Public Sector,40,3,0,40.0,3.0
11651,M,J,Unemployed,80,0,1,28.0,1.0
11652,F,M,Public Sector,60,0,0,30.0,3.0
11653,M,U,Private Sector,30,0,0,24.0,1.0
11654,F,J,Private Sector,20,0,4,30.0,3.0
11655,F,U,Public Sector,40,1,2,29.0,0.0
11656,M,U,Private Sector,60,2,1,34.0,1.0
11657,M,U,Private Sector,20,0,4,37.0,3.0
11658,M,U,Private Sector,10,4,1,44.0,2.0
11659,F,U,Public Sector,60,1,0,35.0,4.0
11660,M,C,Private Sector,70,0,0,27.0,0.0
11661,M,C,Private Sector,20,0,0,32.0,1.0
11662,M,U,Unemployed,30,0,0,31.0,3.0
11663,F,C,Private Sector,20,0,0,37.0,1.0
11664,M,C,Private Sector,60,0,0,29.0,1.0
11665,F,J,Private Sector,10,0,0,41.0,0.0
11666,F,M,Private Sector,20,0,0,,
11667,M,M,Public Sector,30,0,4,,
11669,M,C,Unemployed,70,2,0,29.0,2.0
11670,M,U,Public Sector,20,0,0,33.0,2.0
11671,M,C,Unemployed,50,2,0,35.0,2.0
11672,F,O,Private Sector,60,0,0,38.0,2.0
11673,M,U,Public Sector,30,4,5,34.0,1.0
11674,M,U,Self-employed,30,3,0,39.0,1.0
11675,M,U,Unemployed,50,1,3,48.0,2.0
11676,M,U,Private Sector,30,2,0,33.0,3.0
11677,M,O,Public Sector,30,0,4,33.0,0.0
11678,F,J,Private Sector,10,1,5,40.0,1.0
11679,F,J,Private Sector,20,0,0,39.0,1.0
11680,M,U,Public Sector,70,0,0,32.0,2.0
11681,F,J,Unemployed,70,0,1,44.0,1.0
11682,M,U,Public Sector,10,3,2,30.0,1.0
11683,M,C,Unemployed,30,3,1,32.0,0.0
11684,F,O,Self-employed,10,0,1,34.0,3.0
11685,F,M,Private Sector,50,0,1,41.0,1.0
11686,M,O,Public Sector,30,5,0,44.0,2.0
11687,M,C,Public Sector,50,5,1,37.0,4.0
11688,M,C,Unemployed,80,2,1,33.0,2.0
11689,M,C,Private Sector,10,1,0,42.0,3.0
11690,M,J,Private Sector,50,0,0,32.0,2.0
11691,F,C,Private Sector,30,0,0,27.0,1.0
11692,F,U,Public Sector,50,3,1,32.0,3.0
11693,M,J,Private Sector,30,0,1,32.0,0.0
11694,M,U,Unemployed,10,0,0,37.0,4.0
11695,M,C,Public Sector,10,0,0,34.0,2.0
11696,M,U,Private Sector,20,3,0,31.0,2.0
11697,M,C,Public Sector,20,0,1,34.0,2.0
11698,M,J,Self-employed,10,5,1,28.0,3.0
11699,M,U,Public Sector,10,0,2,34.0,0.0
11700,M,U,Private Sector,10,3,1,46.0,3.0
11701,M,U,Public Sector,30,2,0,42.0,3.0
11702,M,O,Unemployed,20,4,0,30.0,1.0
11703,M,U,Private Sector,40,5,1,31.0,1.0
11704,M,C,Unemployed,20,1,0,,
11705,F,O,Unemployed,20,1,0,41.0,1.0
11706,M,U,Private Sector,60,0,0,35.0,1.0
11707,F,C,Unemployed,30,0,0,32.0,2.0
11708,M,U,Private Sector,20,1,1,35.0,3.0
11709,M,U,Private Sector,30,1,0,39.0,1.0
11710,F,C,Unemployed,10,3,0,33.0,2.0
11711,M,U,Unemployed,30,0,1,35.0,1.0
11712,M,C,Private Sector,50,3,0,38.0,4.0
11713,M,M,Private Sector,40,5,0,45.0,3.0
11714,M,J,Private Sector,10,0,0,32.0,2.0
11715,F,U,Unemployed,20,3,4,28.0,1.0
11716,M,U,Self-employed,10,3,5,39.0,2.0
11717,M,C,Private Sector,70,0,1,34.0,3.0
11718,M,O,Unemployed,10,0,2,39.0,2.0
11719,M,U,Self-employed,80,5,0,37.0,1.0
11720,M,C,Private Sector,20,0,2,41.0,1.0
11721,M,M,Public Sector,40,3,5,41.0,4.0
11722,F,C,Unemployed,50,1,0,31.0,2.0
11723,M,C,Unemployed,50,0,0,31.0,2.0
11724,M,C,Public Sector,40,1,5,38.0,2.0
11725,M,U,Unemployed,10,0,0,38.0,1.0
11726,F,C,Self-employed,60,4,2,29.0,2.0
11727,M,U,Private Sector,30,3,0,32.0,1.0
11728,F,M,Private Sector,50,3,0,42.0,2.0
11729,F,U,Public Sector,10,5,5,40.0,1.0
11730,M,M,Self-employed,50,3,1,34.0,3.0
11731,F,U,Public Sector,10,0,1,41.0,2.0
11732,F,U,Private Sector,10,1,4,,
11733,M,U,Public Sector,10,4,1,37.0,0.0
11734,F,C,Self-employed,30,5,5,,
11735,M,U,Self-employed,20,3,4,35.0,1.0
11736,F,J,Self-employed,50,4,0,43.0,1.0
11737,M,U,Unemployed,20,4,4,25.0,2.0
11738,F,O,Public Sector,30,1,0,32.0,1.0
11739,F,U,Unemployed,60,4,2,43.0,3.0
11740,M,U,Private Sector,50,0,0,43.0,3.0
11741,M,M,Unemployed,80,1,0,41.0,2.0
11742,M,U,Self-employed,30,2,1,38.0,3.0
11743,F,U,Unemployed,10,0,0,,
11744,M,C,Unemployed,10,0,2,38.0,2.0
11745,F,U,Public Sector,80,0,5,32.0,3.0
11746,M,U,Self-employed,60,0,5,38.0,0.0
11747,F,U,Self-employed,10,5,1,33.0,2.0
11748,F,M,Public Sector,10,1,0,25.0,3.0
11749,M,U,Private Sector,20,5,5,42.0,2.0
11750,M,O,Unemployed,10,5,1,41.0,0.0
11751,M,U,Private Sector,60,4,0,32.0,1.0
11752,F,J,Public Sector,30,0,0,29.0,1.0
11753,F,U,Unemployed,10,0,0,27.0,4.0
11754,M,C,Private Sector,80,0,5,29.0,4.0
11755,M,U,Public Sector,20,0,1,45.0,3.0
11756,F,C,Private Sector,30,3,4,35.0,1.0
11757,M,U,Private Sector,50,4,0,38.0,0.0
11758,M,C,Private Sector,20,0,0,36.0,1.0
11759,M,C,Private Sector,10,0,0,40.0,1.0
11760,F,U,Private Sector,20,0,4,,
11761,M,C,Public Sector,30,4,0,28.0,1.0
11762,M,J,Unemployed,10,2,5,,
11763,F,U,Unemployed,20,4,1,29.0,3.0
11764,M,C,Self-employed,60,0,5,33.0,1.0
11765,F,U,Public Sector,40,0,0,32.0,2.0
11766,F,J,Public Sector,60,1,0,31.0,0.0
11767,F,C,Self-employed,20,0,1,38.0,1.0
11768,M,C,Self-employed,80,0,0,39.0,2.0
11769,F,U,Self-employed,70,2,5,,
11770,M,O,Public Sector,30,1,0,39.0,2.0
11771,M,O,Public Sector,10,3,0,23.0,2.0
11772,M,J,Private Sector,60,0,0,41.0,4.0
11773,M,C,Private Sector,50,0,0,26.0,0.0
11774,F,C,Self-employed,50,0,0,37.0,3.0
11775,M,C,Self-employed,70,2,0,34.0,1.0
11776,M,C,Public Sector,30,0,0,,
11777,F,U,Private Sector,20,0,5,45.0,0.0
11778,F,U,Unemployed,40,0,1,21.0,2.0
11779,M,U,Private Sector,10,0,0,37.0,2.0
11780,F,C,Private Sector,30,1,0,34.0,2.0
11781,F,C,Private Sector,40,5,1,29.0,4.0
11782,M,U,Public Sector,20,0,1,33.0,3.0
11783,M,U,Private Sector,50,3,0,38.0,0.0
11784,F,U,Unemployed,20,0,2,43.0,3.0
11785,M,M,Self-employed,70,0,2,34.0,0.0
11786,F,U,Public Sector,20,1,1,37.0,0.0
11787,M,C,Public Sector,30,4,0,32.0,1.0
11788,M,O,Unemployed,40,0,0,26.0,0.0
11789,F,U,Unemployed,10,0,0,30.0,0.0
11790,F,U,Public Sector,50,1,2,36.0,0.0
11791,M,M,Public Sector,10,0,0,40.0,3.0
11792,M,U,Private Sector,20,1,0,31.0,2.0
11793,M,U,Unemployed,20,5,5,43.0,3.0
11794,M,U,Public Sector,60,3,0,26.0,1.0
11795,M,U,Self-employed,80,5,1,36.0,1.0
11796,M,C,Private Sector,10,3,4,31.0,0.0
11797,M,U,Private Sector,50,3,1,38.0,0.0
11798,M,M,Public Sector,40,0,0,33.0,1.0
11799,M,U,Private Sector,40,1,1,46.0,1.0
11800,M,M,Unemployed,10,0,2,44.0,0.0
11801,M,C,Public Sector,20,5,0,32.0,3.0
11802,M,J,Private Sector,40,3,0,38.0,0.0
11803,M,J,Private Sector,50,0,0,34.0,3.0
11804,F,U,Private Sector,80,2,5,38.0,3.0
11805,M,C,Private Sector,50,0,1,30.0,3.0
11806,F,U,Private Sector,20,0,5,35.0,4.0
11807,M,U,Public Sector,50,0,0,38.0,3.0
11808,M,C,Private Sector,30,0,1,39.0,3.0
11809,M,J,Unemployed,20,4,0,32.0,3.0
11810,M,U,Unemployed,40,0,4,28.0,3.0
11811,F,U,Private Sector,50,0,5,32.0,1.0
11812,M,U,Private Sector,50,3,1,40.0,1.0
11813,M,U,Public Sector,20,1,1,23.0,3.0
11814,F,U,Private Sector,20,3,5,34.0,3.0
11815,M,O,Public Sector,10,1,1,36.0,4.0
11816,F,O,Public Sector,40,2,0,48.0,3.0
11817,M,U,Private Sector,40,0,0,30.0,2.0
11818,F,O,Private Sector,60,0,0,34.0,3.0
11819,M,C,Private Sector,10,1,2,26.0,1.0
11820,M,M,Private Sector,60,5,5,30.0,2.0
11821,M,U,Private Sector,20,1,0,34.0,0.0
11822,F,J,Self-employed,30,0,0,38.0,1.0
11823,F,U,Public Sector,30,0,1,36.0,2.0
11824,M,J,Public Sector,10,2,0,35.0,1.0
11825,M,J,Unemployed,30,1,1,31.0,2.0
11826,M,J,Public Sector,80,0,0,38.0,1.0
11827,F,J,Public Sector,50,0,4,25.0,1.0
11828,F,O,Public Sector,40,1,2,33.0,1.0
11829,M,M,Public Sector,50,0,0,32.0,0.0
11830,F,C,Unemployed,30,0,5,,
11831,M,J,Self-employed,80,5,2,28.0,0.0
11832,M,C,Private Sector,60,0,5,44.0,2.0
11833,F,U,Unemployed,50,4,0,30.0,0.0
11834,M,U,Private Sector,50,0,5,41.0,2.0
11835,M,C,Private Sector,50,0,5,,
11836,F,U,Private Sector,60,0,0,39.0,1.0
11837,F,C,Private Sector,30,1,4,31.0,1.0
11838,M,C,Public Sector,20,1,0,47.0,1.0
11839,M,J,Private Sector,20,1,0,29.0,3.0
11840,F,C,Private Sector,10,0,0,31.0,3.0
11841,F,O,Private Sector,30,1,0,36.0,1.0
11842,M,C,Private Sector,10,0,1,,
11843,F,M,Unemployed,40,0,0,25.0,2.0
11844,F,C,Public Sector,10,1,0,43.0,2.0
11845,M,C,Private Sector,50,1,2,42.0,1.0
11846,M,C,Unemployed,50,3,0,44.0,0.0
11847,M,C,Public Sector,40,0,0,,
11848,F,U,Private Sector,60,5,1,32.0,1.0
11849,M,U,Private Sector,30,1,0,36.0,3.0
11850,M,J,Public Sector,30,3,0,,
11851,M,U,Self-employed,70,0,0,37.0,1.0
11852,M,O,Self-employed,20,5,0,37.0,3.0
11853,M,O,Private Sector,50,0,0,39.0,1.0
11854,F,U,Public Sector,10,5,0,41.0,1.0
11855,M,C,Public Sector,30,1,0,32.0,0.0
11856,F,J,Private Sector,10,0,0,34.0,2.0
11857,F,O,Unemployed,50,0,0,34.0,2.0
11858,M,C,Unemployed,60,3,2,30.0,1.0
11859,M,O,Public Sector,20,0,1,,
11860,M,O,Self-employed,50,1,1,,
11861,M,C,Self-employed,50,4,5,,
