loan_id,cust_id,loan_reason,requested_amount,payback_amount,installment,cat_number_accounts,cat_number_loans_accounts
202325,6892,Car,25000,31750.08,661.46,1,0
202322,6893,Car,7000,8889.84,123.47,2,0
202316,6895,Car,5000,6349.92,132.29,1,0
202313,6896,Car,20000,25400.159999999996,529.17,1,1
202310,6897,Car,5000,6349.68,88.19,2,2
202307,6898,Personal,7000,9240.0,192.5,1,0
202304,6899,Car,10000,12700.079999999998,352.78,2,2
202301,6900,Personal,7000,9240.0,192.5,1,0
202298,6901,Personal,7000,9240.0,192.5,3,1
202295,6902,Personal,10000,13200.12,366.67,1,0
202292,6903,Financial,12000,16560.0,460.0,1,0
202289,6904,Car,10000,12700.079999999998,352.78,1,1
202283,6906,Personal,10000,13199.76,183.33,1,0
202280,6907,Housing,10000,11499.84,159.72,1,2
202277,6908,Personal,15000,19800.0,550.0,2,0
202274,6909,Car,25000,31749.840000000004,440.97,1,0
202271,6910,Financial,10000,20700.0,431.25,1,0
202268,6911,Personal,10000,13200.0,220.0,1,0
202265,6912,Personal,25000,33000.0,550.0,1,0
202262,6913,Personal,25000,33000.0,687.5,1,1
202259,6914,Car,7000,8890.08,185.21,1,0
202256,6915,Car,20000,25400.159999999996,705.56,1,0
202253,6916,Car,5000,6350.039999999999,176.39,1,0
202250,6917,Car,12000,15240.0,317.5,1,0
202247,6918,Financial,12000,16560.0,460.0,2,0
202244,6919,Personal,7000,9239.76,128.33,1,0
202241,6920,Personal,5000,6599.88,183.33,1,0
202238,6921,Housing,7000,8049.960000000001,223.61,1,0
202235,6922,Car,25000,31749.840000000004,881.94,1,0
202229,6924,Housing,10000,11499.84,239.58,1,0
202226,6925,Financial,4000,5520.0,115.0,1,0
202220,6927,Housing,7000,8050.08,167.71,1,2
202217,6928,Personal,25000,33000.0,687.5,1,0
202208,6931,Personal,10000,13200.0,275.0,1,0
202205,6932,Financial,4000,5520.0,115.0,1,0
202199,6934,Housing,7000,8050.08,167.71,1,0
202196,6935,Car,15000,19050.12,529.17,1,1
202193,6936,Housing,12000,13800.0,287.5,1,1
202190,6937,Car,2000,5080.2,84.67,2,1
202187,6938,Personal,10000,13200.12,366.67,1,2
202184,6939,Car,25000,31749.840000000004,881.94,1,0
202181,6940,Financial,7000,9660.0,161.0,1,0
202178,6941,Personal,7000,9240.0,192.5,3,0
202172,6943,Car,7000,8890.08,185.21,1,0
202169,6944,Car,15000,19050.239999999998,396.88,1,0
202166,6945,Personal,5000,6600.24,91.67,1,0
202163,6946,Car,5000,6349.92,132.29,1,0
202160,6947,Housing,25000,28750.32,399.31,1,0
202157,6948,Car,7000,8889.84,246.94,1,0
202154,6949,Car,4000,5080.08,211.67,1,0
202151,6950,Housing,15000,17250.239999999998,359.38,2,0
202148,6951,Car,12000,15239.88,423.33,1,0
202145,6952,Financial,10000,13800.24,191.67,1,2
202142,6953,Car,10000,12699.84,264.58,1,0
202139,6954,Personal,10000,26400.24,366.67,2,0
202133,6956,Car,20000,25400.159999999996,529.17,2,0
202130,6957,Car,10000,12699.84,264.58,1,2
202127,6958,Personal,15000,19800.0,825.0,3,0
202118,6961,Personal,10000,13199.76,183.33,1,0
202115,6962,Housing,25000,28750.08,598.96,1,0
202112,6963,Personal,12000,15840.0,440.0,2,1
202109,6964,Car,7000,8889.84,246.94,1,0
202106,6965,Housing,7000,8050.199999999999,134.17,1,0
202103,6966,Car,10000,12700.079999999998,352.78,1,0
202097,6968,Personal,15000,19800.0,550.0,2,0
202094,6969,Personal,10000,13200.12,366.67,1,0
202091,6970,Financial,10000,13800.0,287.5,1,0
202088,6971,Car,10000,31750.199999999997,529.17,3,0
202085,6972,Car,5000,6349.68,88.19,2,0
202082,6973,Car,7000,8889.84,246.94,1,0
202079,6974,Car,12000,15240.0,317.5,2,0
202076,6975,Financial,5000,6900.0,115.0,3,0
202073,6976,Housing,7000,8049.960000000001,223.61,1,0
202070,6977,Car,25000,31750.08,661.46,1,0
202067,6978,Housing,7000,8050.08,167.71,1,0
202064,6979,Financial,15000,20700.0,287.5,1,0
202061,6980,Car,25000,31750.08,661.46,1,2
202058,6981,Personal,10000,13199.76,183.33,1,0
202052,6983,Car,10000,31750.08,661.46,2,0
202049,6984,Car,15000,19050.239999999998,396.88,2,1
202046,6985,Car,10000,12700.079999999998,176.39,1,0
202043,6986,Financial,5000,6900.12,191.67,3,0
202040,6987,Car,10000,12700.199999999999,211.67,3,0
202037,6988,Housing,7000,8050.199999999999,134.17,1,0
202034,6989,Housing,10000,11499.84,319.44,1,0
202031,6990,Financial,25000,34500.24,479.17,1,1
202028,6991,Housing,7000,8050.08,167.71,1,0
202025,6992,Personal,20000,26399.88,733.33,1,0
202022,6993,Car,7000,8890.08,185.21,2,0
202013,6996,Financial,15000,20700.0,575.0,1,0
202010,6997,Financial,15000,20700.0,431.25,3,2
202007,6998,Housing,10000,11500.199999999999,191.67,3,1
202004,6999,Personal,7000,9240.0,192.5,1,0
202001,7000,Car,7000,8890.199999999999,148.17,1,0
201995,7002,Car,7000,8889.84,123.47,1,0
201992,7003,Personal,7000,9240.12,256.67,2,0
201986,7005,Housing,5000,5749.92,79.86,1,0
201980,7007,Car,10000,31750.08,661.46,1,0
201977,7008,Car,7000,8890.08,370.42,1,0
201974,7009,Car,15000,19049.76,264.58,3,0
201971,7010,Personal,15000,19800.0,550.0,1,0
201968,7011,Car,7000,8889.84,246.94,1,0
201965,7012,Car,25000,31749.840000000004,881.94,1,0
201962,7013,Personal,7000,9240.12,256.67,1,0
201959,7014,Car,20000,25400.159999999996,529.17,1,0
201953,7016,Personal,7000,9240.0,154.0,3,0
201950,7017,Car,25000,31750.199999999997,529.17,1,0
201947,7018,Housing,7000,8049.960000000001,223.61,1,0
201944,7019,Personal,10000,13200.12,366.67,2,0
201941,7020,Car,10000,19050.239999999998,396.88,1,0
201938,7021,Financial,15000,20700.0,431.25,2,0
201935,7022,Car,7000,8889.84,123.47,2,0
201932,7023,Car,10000,12699.84,264.58,1,2
201929,7024,Financial,12000,16560.0,345.0,1,0
201926,7025,Car,7000,8890.199999999999,148.17,1,0
201923,7026,Car,12000,15240.0,317.5,1,0
201917,7028,Personal,7000,9239.76,128.33,1,0
201914,7029,Car,12000,15240.0,317.5,1,0
201911,7030,Car,10000,12700.199999999999,211.67,1,1
201908,7031,Car,25000,31749.840000000004,881.94,1,0
201905,7032,Personal,4000,5280.0,88.0,3,2
201899,7034,Financial,10000,13800.0,230.0,2,0
201896,7035,Car,7000,8890.08,185.21,2,0
201893,7036,Car,20000,25399.8,423.33,1,0
201890,7037,Car,10000,12700.079999999998,176.39,1,0
201887,7038,Car,15000,19050.239999999998,396.88,3,0
201884,7039,Car,15000,19050.12,529.17,1,0
201881,7040,Car,12000,15240.0,635.0,1,0
201875,7042,Personal,5000,6600.0,137.5,1,1
201872,7043,Car,7000,8890.08,185.21,1,0
201869,7044,Car,7000,8889.84,246.94,3,0
201866,7045,Car,10000,15240.0,635.0,2,0
201863,7046,Car,15000,19050.0,793.75,2,1
201860,7047,Housing,10000,11499.84,159.72,1,1
201854,7049,Personal,7000,9239.76,128.33,1,0
201851,7050,Financial,10000,13799.88,383.33,1,0
201848,7051,Car,10000,19049.76,264.58,1,0
201839,7054,Financial,10000,13800.0,230.0,1,0
201836,7055,Car,10000,12699.84,264.58,1,0
201827,7058,Financial,4000,5520.0,115.0,1,1
201824,7059,Financial,7000,9660.0,201.25,1,1
201821,7060,Car,25000,31749.840000000004,440.97,1,0
201818,7061,Personal,4000,5280.12,146.67,1,1
201815,7062,Car,15000,19050.239999999998,396.88,1,1
201812,7063,Personal,7000,9240.0,192.5,1,0
201809,7064,Car,7000,8890.08,185.21,2,0
201806,7065,Housing,15000,17250.239999999998,359.38,1,0
201803,7066,Personal,20000,26400.0,550.0,1,0
201800,7067,Car,7000,8889.84,123.47,1,1
201797,7068,Car,7000,8890.08,370.42,1,0
201791,7070,Financial,20000,27600.0,575.0,1,0
201788,7071,Car,10000,12699.84,264.58,1,0
201785,7072,Housing,20000,23000.04,638.89,1,0
201782,7073,Financial,10000,13800.24,191.67,1,0
201779,7074,Personal,5000,6599.88,183.33,1,0
201776,7075,Financial,7000,9660.0,201.25,2,0
201773,7076,Housing,7000,8049.960000000001,223.61,1,0
201770,7077,Car,10000,12700.079999999998,352.78,1,0
201767,7078,Financial,7000,9660.0,161.0,1,0
201764,7079,Personal,10000,13199.76,183.33,1,0
201761,7080,Car,4000,5080.2,84.67,1,1
201758,7081,Housing,12000,13799.88,383.33,1,0
201755,7082,Personal,12000,15840.0,330.0,1,0
201752,7083,Personal,25000,33000.0,550.0,1,1
201749,7084,Car,10000,12700.079999999998,352.78,1,0
201746,7085,Financial,10000,13799.88,383.33,2,0
201743,7086,Housing,4000,4600.08,127.78,2,1
201740,7087,Housing,25000,28750.2,479.17,1,0
201737,7088,Car,10000,12700.079999999998,352.78,1,1
201734,7089,Personal,10000,13200.0,220.0,1,1
201731,7090,Personal,15000,19800.0,412.5,1,0
201728,7091,Personal,7000,9240.12,256.67,3,1
201722,7093,Car,10000,12700.079999999998,352.78,1,2
201719,7094,Financial,7000,9660.24,134.17,1,0
201716,7095,Housing,7000,8050.32,111.81,1,1
201713,7096,Car,15000,19050.239999999998,396.88,2,0
201710,7097,Financial,4000,5519.88,153.33,1,0
201707,7098,Housing,5000,5749.92,159.72,2,0
201701,7100,Housing,10000,11499.84,239.58,1,1
201695,7102,Car,10000,12699.84,264.58,1,0
201692,7103,Financial,7000,9660.0,201.25,3,1
201689,7104,Financial,5000,6900.12,191.67,2,1
201680,7107,Housing,15000,17250.0,287.5,2,0
201677,7108,Car,5000,6349.92,132.29,2,0
201674,7109,Car,5000,6350.039999999999,176.39,1,1
201671,7110,Car,25000,31749.840000000004,881.94,2,0
201668,7111,Car,7000,8890.08,370.42,1,2
201662,7113,Housing,15000,17250.0,287.5,1,0
201659,7114,Car,12000,15239.88,423.33,1,1
201656,7115,Housing,5000,5749.92,119.79,1,0
201653,7116,Car,10000,12700.079999999998,529.17,1,0
201647,7118,Personal,10000,13200.12,366.67,1,0
201644,7119,Personal,10000,13200.0,275.0,1,1
201641,7120,Car,12000,15240.0,317.5,1,0
201638,7121,Car,10000,12699.84,264.58,1,0
201635,7122,Housing,15000,17250.12,479.17,1,0
201632,7123,Car,15000,19050.0,317.5,1,1
201629,7124,Car,10000,12700.199999999999,211.67,1,1
201626,7125,Personal,15000,19800.0,412.5,1,0
201623,7126,Car,4000,5079.84,105.83,3,0
201620,7127,Car,20000,25400.159999999996,705.56,2,1
201617,7128,Car,12000,15239.88,423.33,1,0
201614,7129,Car,25000,31750.199999999997,529.17,1,0
201611,7130,Car,20000,25400.159999999996,705.56,1,0
201608,7131,Car,25000,31750.08,661.46,1,1
201605,7132,Car,7000,8889.84,246.94,1,1
201602,7133,Car,7000,8890.08,370.42,3,1
201599,7134,Car,20000,25400.159999999996,529.17,2,0
201596,7135,Car,10000,12700.199999999999,211.67,1,0
201593,7136,Financial,5000,6900.12,191.67,1,0
201590,7137,Financial,10000,13800.0,287.5,2,0
201587,7138,Car,10000,12700.079999999998,529.17,1,0
201584,7139,Car,15000,19050.239999999998,396.88,2,1
201578,7141,Housing,7000,8050.08,167.71,1,0
201575,7142,Housing,4000,4599.84,95.83,1,0
201572,7143,Car,15000,19050.239999999998,396.88,2,1
201569,7144,Car,10000,12699.84,264.58,1,1
201566,7145,Car,10000,12700.079999999998,352.78,2,2
201563,7146,Housing,15000,17250.0,718.75,2,0
201560,7147,Personal,7000,9240.12,256.67,2,0
201557,7148,Car,7000,8890.08,185.21,1,1
201554,7149,Car,10000,12700.199999999999,211.67,3,0
201551,7150,Car,7000,8890.08,185.21,1,2
201548,7151,Housing,10000,11499.84,319.44,3,0
201545,7152,Personal,15000,19800.0,550.0,1,1
201542,7153,Personal,7000,9240.0,154.0,1,1
201539,7154,Car,12000,15240.24,211.67,1,0
201536,7155,Personal,10000,13200.12,366.67,1,0
201533,7156,Personal,10000,13199.76,183.33,1,0
201527,7158,Housing,7000,8050.199999999999,134.17,2,0
201524,7159,Car,25000,31750.199999999997,529.17,1,2
201521,7160,Car,12000,15239.88,423.33,3,0
201518,7161,Car,5000,6349.92,132.29,3,0
201515,7162,Financial,12000,16560.0,345.0,1,0
201512,7163,Housing,7000,8050.199999999999,134.17,3,0
201509,7164,Car,15000,19050.12,529.17,2,0
201506,7165,Financial,10000,13800.24,191.67,1,0
201503,7166,Housing,25000,28750.08,598.96,1,0
201500,7167,Personal,7000,9240.0,192.5,3,0
201497,7168,Car,25000,31749.840000000004,440.97,2,1
201494,7169,Car,7000,8890.08,185.21,1,0
201491,7170,Housing,12000,13800.0,575.0,1,0
201488,7171,Car,10000,12699.84,264.58,1,0
201485,7172,Housing,15000,17250.0,718.75,1,0
201482,7173,Financial,7000,9660.0,402.5,1,2
201479,7174,Housing,10000,11499.84,159.72,2,0
201476,7175,Financial,7000,9660.24,134.17,3,2
201473,7176,Car,10000,12699.84,264.58,3,0
201470,7177,Personal,10000,13200.0,275.0,3,0
201467,7178,Housing,12000,13800.24,191.67,1,0
201464,7179,Car,15000,19050.12,529.17,1,0
201458,7181,Car,12000,15240.24,211.67,1,0
201452,7183,Car,10000,12700.079999999998,352.78,1,0
201446,7185,Housing,10000,11499.84,319.44,2,1
201440,7187,Housing,12000,13800.0,287.5,1,0
201437,7188,Car,10000,15240.24,211.67,1,0
201434,7189,Housing,25000,28750.08,598.96,1,0
201428,7191,Personal,7000,9240.12,256.67,1,0
201422,7193,Financial,15000,20700.0,287.5,3,0
201419,7194,Car,15000,19050.12,529.17,3,0
201413,7196,Housing,10000,11499.84,319.44,2,0
201410,7197,Personal,10000,13200.12,366.67,3,1
201407,7198,Car,25000,31750.08,661.46,2,0
201404,7199,Financial,7000,9660.0,402.5,1,0
201401,7200,Car,20000,25399.8,423.33,2,2
201398,7201,Housing,7000,8050.08,167.71,1,0
201395,7202,Car,12000,15240.0,317.5,1,0
201392,7203,Personal,4000,5280.0,110.0,1,0
201389,7204,Personal,12000,15840.0,660.0,1,0
201386,7205,Personal,10000,13200.12,366.67,2,1
201383,7206,Car,10000,12700.079999999998,529.17,1,0
201380,7207,Car,25000,31750.08,661.46,1,0
201377,7208,Financial,5000,6900.12,191.67,2,0
201374,7209,Personal,7000,9240.12,256.67,3,0
201371,7210,Financial,10000,13800.0,230.0,1,0
201368,7211,Financial,4000,5519.88,153.33,1,1
201365,7212,Housing,25000,28749.96,798.61,1,0
201362,7213,Car,20000,25400.159999999996,705.56,1,0
201359,7214,Car,4000,5080.08,211.67,1,0
201356,7215,Personal,2000,6600.0,110.0,2,0
201344,7219,Financial,10000,13799.88,383.33,1,0
201338,7221,Car,25000,31750.08,661.46,1,0
201335,7222,Car,15000,19050.0,317.5,1,1
201332,7223,Financial,10000,13799.88,383.33,1,0
201329,7224,Financial,5000,6900.12,191.67,2,1
201326,7225,Personal,10000,13200.0,550.0,2,0
201323,7226,Car,7000,8890.199999999999,148.17,2,1
201320,7227,Personal,15000,19800.0,412.5,1,1
201317,7228,Car,10000,31750.199999999997,529.17,1,0
201314,7229,Personal,5000,6600.24,91.67,1,0
201311,7230,Financial,10000,13800.0,287.5,1,0
201308,7231,Financial,10000,13800.0,287.5,1,0
201305,7232,Housing,25000,28750.08,598.96,1,1
201299,7234,Car,15000,19050.239999999998,396.88,1,0
201296,7235,Personal,15000,19800.0,275.0,1,0
201290,7237,Housing,7000,8050.32,111.81,1,0
201287,7238,Personal,7000,9240.0,154.0,1,1
201284,7239,Car,12000,15240.0,317.5,1,0
201281,7240,Car,15000,19050.12,529.17,1,0
201275,7242,Personal,10000,13200.0,275.0,2,1
201272,7243,Housing,10000,11499.84,319.44,3,0
201269,7244,Personal,7000,9239.76,128.33,2,0
201263,7246,Personal,7000,9239.76,128.33,1,0
201257,7248,Personal,2000,6600.24,91.67,1,1
201251,7250,Personal,7000,9239.76,128.33,1,0
201248,7251,Car,10000,12699.84,264.58,1,1
201245,7252,Personal,10000,13199.76,183.33,1,1
201242,7253,Car,15000,19050.12,529.17,1,0
201239,7254,Car,10000,12699.84,264.58,1,0
201236,7255,Car,7000,8889.84,123.47,1,0
201233,7256,Car,2000,5080.32,70.56,1,0
201230,7257,Car,7000,8890.08,370.42,1,0
201227,7258,Car,15000,19050.239999999998,396.88,2,1
201224,7259,Car,10000,12700.079999999998,176.39,1,1
201221,7260,Personal,15000,19800.0,412.5,1,0
201218,7261,Housing,7000,8049.960000000001,223.61,1,0
201215,7262,Car,25000,31750.08,661.46,2,0
201212,7263,Personal,10000,13200.0,220.0,1,0
201209,7264,Car,10000,12700.199999999999,211.67,1,0
201206,7265,Car,10000,12700.199999999999,211.67,1,0
201203,7266,Financial,7000,9660.0,161.0,1,0
201200,7267,Personal,10000,19800.0,412.5,2,0
201197,7268,Car,7000,8889.84,123.47,1,1
201194,7269,Car,10000,12700.079999999998,529.17,1,0
201191,7270,Housing,15000,17250.239999999998,359.38,1,0
201188,7271,Personal,10000,13200.12,366.67,1,0
201185,7272,Financial,7000,9660.24,134.17,1,1
201182,7273,Financial,12000,16560.0,345.0,2,0
201179,7274,Car,15000,19049.76,264.58,1,1
201176,7275,Personal,15000,19800.0,412.5,1,2
201173,7276,Personal,10000,13200.0,275.0,1,0
201170,7277,Personal,10000,13200.0,275.0,1,0
201167,7278,Car,25000,31750.08,661.46,2,0
201164,7279,Financial,15000,20700.0,575.0,1,0
201161,7280,Car,10000,12700.079999999998,176.39,1,0
201158,7281,Car,10000,12699.84,264.58,1,0
201155,7282,Housing,10000,11499.84,159.72,2,0
201152,7283,Housing,10000,11499.84,319.44,2,0
201149,7284,Personal,7000,9240.0,192.5,1,0
201146,7285,Personal,15000,19800.0,412.5,1,1
201143,7286,Car,10000,12700.199999999999,211.67,1,1
201140,7287,Housing,2000,4600.08,127.78,1,1
201137,7288,Financial,5000,6900.0,143.75,1,0
201134,7289,Housing,20000,23000.16,479.17,1,0
201131,7290,Car,20000,25400.159999999996,705.56,1,0
201128,7291,Car,15000,19050.12,529.17,1,0
201125,7292,Personal,7000,9240.12,256.67,1,0
201122,7293,Personal,15000,19800.0,412.5,1,0
201119,7294,Housing,10000,11499.84,319.44,3,0
201116,7295,Financial,12000,16560.0,230.0,3,0
201113,7296,Car,15000,19050.0,317.5,1,1
201110,7297,Car,10000,12699.84,264.58,1,0
201104,7299,Housing,10000,11499.84,239.58,1,0
201101,7300,Financial,25000,34500.0,718.75,1,0
201098,7301,Financial,10000,13800.24,191.67,1,0
201089,7304,Car,15000,19050.0,317.5,1,0
201086,7305,Personal,15000,19800.0,412.5,1,0
201083,7306,Personal,10000,13200.12,366.67,1,0
201080,7307,Car,7000,8890.08,185.21,1,0
201077,7308,Housing,15000,17250.239999999998,359.38,1,2
201074,7309,Car,7000,8889.84,246.94,1,0
201071,7310,Personal,7000,9240.0,154.0,1,0
201065,7312,Housing,20000,23000.16,479.17,1,0
201062,7313,Car,10000,12699.84,264.58,1,0
201059,7314,Car,10000,12700.079999999998,176.39,1,0
201056,7315,Housing,15000,17249.760000000002,239.58,1,0
201053,7316,Housing,2000,4600.08,191.67,2,0
201050,7317,Housing,25000,28749.96,798.61,1,0
201047,7318,Car,15000,19050.0,317.5,1,0
201044,7319,Financial,7000,9660.24,134.17,1,0
201041,7320,Housing,10000,11499.84,159.72,1,0
201038,7321,Housing,25000,28750.08,598.96,1,1
201035,7322,Personal,7000,9239.76,128.33,1,0
201032,7323,Personal,10000,13200.12,366.67,1,2
201029,7324,Personal,4000,5280.0,110.0,1,1
201026,7325,Housing,10000,11499.84,319.44,2,0
201023,7326,Financial,10000,13800.0,287.5,1,2
201020,7327,Car,10000,12700.079999999998,176.39,1,0
201017,7328,Car,10000,12699.84,264.58,1,0
201008,7331,Housing,15000,17250.12,479.17,1,0
201002,7333,Car,25000,31749.840000000004,440.97,1,0
200999,7334,Housing,7000,8049.960000000001,223.61,1,1
200996,7335,Housing,5000,5749.92,119.79,1,1
200993,7336,Car,7000,8890.08,185.21,1,0
200990,7337,Financial,10000,13800.24,191.67,2,1
200987,7338,Housing,7000,8050.32,111.81,2,0
200984,7339,Housing,7000,8050.08,167.71,1,1
200981,7340,Car,15000,19050.239999999998,396.88,1,0
200978,7341,Financial,10000,16560.0,345.0,1,1
200975,7342,Housing,10000,11499.84,319.44,1,0
200972,7343,Car,7000,8889.84,246.94,1,1
200969,7344,Car,7000,8890.08,185.21,2,0
200966,7345,Housing,25000,28749.96,798.61,1,0
200963,7346,Personal,10000,13199.76,183.33,1,0
200960,7347,Housing,25000,28750.08,598.96,1,0
200957,7348,Financial,15000,20700.0,431.25,1,0
200954,7349,Personal,7000,9239.76,128.33,1,0
200951,7350,Car,10000,15239.88,423.33,1,0
200948,7351,Car,10000,12699.84,264.58,2,0
200942,7353,Personal,15000,19800.0,825.0,1,0
200939,7354,Car,15000,19050.239999999998,396.88,1,0
200936,7355,Car,15000,19050.12,529.17,1,1
200933,7356,Car,10000,12700.079999999998,352.78,3,0
200930,7357,Personal,25000,33000.0,550.0,2,1
200921,7360,Car,7000,8889.84,123.47,1,2
200918,7361,Financial,15000,20700.0,287.5,1,0
200915,7362,Housing,10000,11499.84,319.44,1,0
200912,7363,Car,10000,12700.079999999998,529.17,1,0
200909,7364,Housing,12000,13800.24,191.67,1,0
200906,7365,Car,5000,6349.68,88.19,1,1
200903,7366,Housing,25000,28750.2,479.17,2,0
200900,7367,Housing,15000,17249.760000000002,239.58,2,0
200891,7370,Car,7000,8890.08,370.42,1,0
200888,7371,Personal,15000,19800.0,330.0,1,0
200885,7372,Housing,10000,11500.08,479.17,1,0
200882,7373,Car,7000,8889.84,123.47,1,1
200879,7374,Car,7000,8889.84,123.47,1,0
200876,7375,Car,5000,6349.92,132.29,1,0
200873,7376,Personal,10000,13200.12,366.67,1,0
200870,7377,Car,15000,19050.12,529.17,1,0
200867,7378,Personal,7000,9240.12,256.67,1,0
200864,7379,Car,15000,19049.76,264.58,1,0
200861,7380,Housing,5000,5749.92,79.86,1,0
200858,7381,Personal,15000,19800.0,412.5,1,0
200855,7382,Financial,4000,5520.24,76.67,1,1
200852,7383,Housing,7000,8050.32,111.81,1,0
200849,7384,Housing,10000,11499.84,239.58,1,0
200846,7385,Housing,12000,13800.0,287.5,1,0
200840,7387,Car,15000,19050.239999999998,396.88,1,0
200837,7388,Financial,7000,9660.0,402.5,1,0
200834,7389,Car,10000,12700.199999999999,211.67,1,0
200831,7390,Personal,7000,9240.12,256.67,1,1
200828,7391,Personal,15000,19800.0,825.0,2,0
200825,7392,Personal,10000,15840.0,330.0,2,1
200819,7394,Car,10000,12700.079999999998,529.17,1,1
200813,7396,Car,4000,5080.32,70.56,2,0
200807,7398,Car,15000,19050.0,793.75,1,0
200804,7399,Car,10000,12699.84,264.58,2,0
200801,7400,Car,7000,8890.08,185.21,1,0
200798,7401,Car,10000,12700.079999999998,176.39,1,0
200792,7403,Housing,25000,28749.96,798.61,1,0
200789,7404,Personal,5000,6600.0,137.5,1,1
200786,7405,Car,7000,8890.08,185.21,1,1
200783,7406,Personal,15000,19800.0,275.0,1,0
200780,7407,Financial,7000,9660.24,134.17,3,0
200777,7408,Personal,5000,6599.88,183.33,1,0
200774,7409,Housing,12000,13800.24,191.67,1,0
200771,7410,Car,7000,8889.84,123.47,1,1
200768,7411,Car,7000,8890.08,185.21,2,0
200765,7412,Car,15000,19049.76,264.58,2,0
200762,7413,Housing,10000,17250.239999999998,359.38,1,0
200759,7414,Personal,7000,9240.12,256.67,1,0
200756,7415,Financial,7000,9660.24,134.17,2,2
200753,7416,Financial,15000,20700.0,287.5,2,0
200750,7417,Housing,25000,28750.32,399.31,1,0
200747,7418,Personal,12000,15840.0,220.0,1,0
200744,7419,Personal,15000,19800.0,330.0,1,1
200738,7421,Financial,12000,16560.0,460.0,1,1
200735,7422,Car,7000,8890.08,185.21,1,0
200732,7423,Car,7000,8889.84,246.94,1,1
200729,7424,Personal,12000,15840.0,440.0,3,0
200726,7425,Personal,10000,13200.12,366.67,1,0
200723,7426,Personal,7000,9240.12,256.67,1,0
200720,7427,Car,20000,25400.159999999996,529.17,1,0
200717,7428,Car,5000,6349.92,132.29,1,0
200714,7429,Car,7000,8889.84,123.47,1,0
200711,7430,Personal,7000,9239.76,128.33,1,0
200708,7431,Housing,20000,23000.04,638.89,1,0
200705,7432,Car,10000,19050.12,529.17,1,0
200702,7433,Car,10000,12700.199999999999,211.67,1,0
200699,7434,Housing,15000,17250.239999999998,359.38,1,0
200696,7435,Personal,25000,32999.76,458.33,1,0
200693,7436,Housing,25000,28750.08,598.96,1,1
200690,7437,Housing,10000,11500.08,479.17,2,0
200687,7438,Car,10000,19050.239999999998,396.88,1,1
200684,7439,Housing,4000,4599.84,95.83,1,0
200681,7440,Personal,4000,5280.0,88.0,1,1
200678,7441,Car,15000,19049.76,264.58,1,0
200675,7442,Car,25000,31750.08,661.46,1,2
200672,7443,Housing,10000,11499.84,239.58,1,0
200669,7444,Car,10000,12700.079999999998,529.17,2,0
200666,7445,Car,5000,6349.68,88.19,1,2
200663,7446,Housing,7000,8050.08,167.71,1,0
200657,7448,Housing,7000,8050.08,167.71,1,0
200654,7449,Housing,7000,8050.08,167.71,1,1
200651,7450,Personal,25000,33000.0,550.0,1,0
200648,7451,Car,15000,19050.0,317.5,1,0
200645,7452,Financial,10000,13799.88,383.33,1,1
200642,7453,Car,25000,31750.08,661.46,1,0
200639,7454,Housing,12000,13800.24,191.67,1,0
200636,7455,Financial,10000,13800.24,191.67,1,0
200633,7456,Personal,25000,32999.76,458.33,2,0
200630,7457,Car,10000,12700.079999999998,352.78,1,0
200627,7458,Car,5000,6349.92,132.29,2,0
200621,7460,Housing,10000,11499.84,239.58,1,1
200618,7461,Housing,15000,17250.12,479.17,2,0
200615,7462,Financial,4000,5520.0,92.0,1,1
200612,7463,Financial,10000,13800.0,230.0,2,0
200609,7464,Car,20000,25400.159999999996,529.17,3,2
200606,7465,Car,7000,8889.84,123.47,2,1
200603,7466,Personal,10000,13200.0,550.0,1,0
200600,7467,Housing,7000,8050.08,335.42,1,0
200597,7468,Car,7000,8889.84,246.94,2,0
200594,7469,Car,10000,12700.079999999998,352.78,1,0
200591,7470,Car,12000,15240.24,211.67,1,0
200588,7471,Financial,5000,6900.12,191.67,2,0
200585,7472,Personal,7000,9239.76,128.33,1,0
200582,7473,Car,15000,19050.239999999998,396.88,2,0
200579,7474,Car,10000,12699.84,264.58,1,0
200576,7475,Housing,12000,13800.0,287.5,1,1
200573,7476,Personal,4000,5280.12,146.67,1,0
200570,7477,Housing,10000,11499.84,319.44,2,2
200567,7478,Personal,25000,32999.76,458.33,1,0
200564,7479,Car,12000,15240.0,254.0,1,0
200561,7480,Financial,7000,9660.24,134.17,1,2
200558,7481,Car,10000,19049.76,264.58,1,0
200552,7483,Personal,15000,19800.0,412.5,1,1
200549,7484,Car,12000,15240.0,317.5,2,1
200546,7485,Housing,2000,5749.92,119.79,1,0
200543,7486,Car,10000,12700.079999999998,352.78,1,0
200537,7488,Personal,15000,19800.0,550.0,1,0
200534,7489,Car,7000,8890.199999999999,148.17,3,1
200531,7490,Housing,7000,8050.08,167.71,2,1
200528,7491,Personal,10000,13199.76,183.33,2,2
200525,7492,Housing,7000,8049.960000000001,223.61,1,0
200522,7493,Financial,15000,20700.0,862.5,1,1
200519,7494,Housing,7000,8050.08,167.71,1,0
200516,7495,Financial,7000,9660.24,134.17,1,2
200513,7496,Personal,25000,32999.76,458.33,2,0
200510,7497,Car,10000,12700.079999999998,352.78,1,0
200507,7498,Personal,10000,13199.76,183.33,1,0
200504,7499,Car,10000,12700.079999999998,176.39,3,1
200501,7500,Personal,10000,13199.76,183.33,1,2
