loan_id,start_date,end_date
195920,2016-12-01,2017-03-01
195917,2017-02-01,2017-04-01
195899,2017-04-01,2017-07-01
195893,2016-10-01,2017-01-01
195890,2019-06-01,2019-10-01
195887,2018-07-01,2018-11-01
195878,2018-09-01,2019-01-01
195866,2016-08-01,2016-11-01
195860,2019-08-01,2019-11-01
195851,2017-03-01,2017-07-01
195848,2017-08-01,2017-12-01
195824,2016-05-01,2016-06-01
195821,2019-04-01,2019-06-01
195818,2017-12-01,2018-03-01
195806,2016-07-01,2016-11-01
195791,2016-06-01,2016-08-01
195785,2017-06-01,2017-10-01
195770,2019-07-01,2019-11-01
195764,2017-05-01,2017-09-01
195758,2016-08-01,2016-10-01
195752,2017-01-01,2017-04-01
195749,2018-10-01,2018-11-01
195740,2016-11-01,2017-03-01
195737,2018-11-01,2019-02-01
195725,2019-06-01,2019-10-01
195707,2018-12-01,2019-01-01
195704,2016-10-01,2017-01-01
195701,2019-06-01,2019-07-01
195698,2017-05-01,2017-06-01
195692,2017-01-01,2017-03-01
195686,2018-07-01,2018-10-01
195674,2017-11-01,2017-12-01
195668,2017-09-01,2018-01-01
195665,2017-11-01,2017-12-01
195662,2016-02-01,2016-04-01
195656,2017-06-01,2017-07-01
195653,2016-12-01,2017-03-01
195647,2017-08-01,2017-11-01
195638,2017-01-01,2017-02-01
195635,2017-09-01,2017-11-01
195632,2017-06-01,2017-09-01
195626,2018-03-01,2018-04-01
195623,2016-09-01,2017-01-01
195620,2018-08-01,2018-09-01
195617,2017-12-01,2018-01-01
195608,2018-12-01,2019-03-01
195596,2017-11-01,2018-02-01
195590,2017-03-01,2017-07-01
195587,2016-10-01,2016-12-01
195578,2017-03-01,2017-06-01
195560,2018-11-01,2019-02-01
195557,2018-03-01,2018-07-01
195539,2019-06-01,2019-07-01
195530,2017-08-01,2017-12-01
195521,2016-05-01,2016-07-01
195518,2017-04-01,2017-08-01
195515,2016-07-01,2016-08-01
195509,2019-05-01,2019-07-01
195500,2017-07-01,2017-11-01
195491,2017-04-01,2017-07-01
195461,2016-12-01,2017-02-01
195452,2017-03-01,2017-06-01
195446,2018-06-01,2018-10-01
195434,2017-05-01,2017-07-01
195431,2018-02-01,2018-03-01
195416,2019-06-01,2019-10-01
195404,2018-09-01,2018-10-01
195395,2016-11-01,2017-03-01
195392,2017-11-01,2018-02-01
195389,2016-06-01,2016-09-01
195377,2018-09-01,2018-12-01
195371,2018-09-01,2018-10-01
195359,2017-01-01,2017-02-01
195356,2019-04-01,2019-05-01
195353,2018-08-01,2018-12-01
195335,2018-05-01,2018-09-01
195314,2016-11-01,2016-12-01
195311,2018-10-01,2019-01-01
195305,2018-02-01,2018-04-01
195290,2018-04-01,2018-07-01
195275,2017-11-01,2018-02-01
195260,2018-01-01,2018-02-01
195251,2019-05-01,2019-09-01
195245,2019-07-01,2019-10-01
195242,2018-09-01,2018-12-01
195227,2017-10-01,2017-11-01
195218,2016-12-01,2017-03-01
195215,2017-03-01,2017-07-01
195209,2017-11-01,2018-03-01
195206,2017-08-01,2017-12-01
195197,2017-01-01,2017-03-01
195194,2017-10-01,2018-01-01
195182,2016-11-01,2017-02-01
195173,2018-09-01,2018-10-01
195155,2018-07-01,2018-10-01
195137,2017-08-01,2017-09-01
195134,2017-11-01,2018-03-01
195128,2017-09-01,2017-12-01
195122,2017-07-01,2017-09-01
195119,2016-07-01,2016-10-01
195116,2019-03-01,2019-06-01
195110,2019-04-01,2019-07-01
195107,2019-05-01,2019-09-01
195095,2017-06-01,2017-09-01
195083,2018-11-01,2019-02-01
195080,2018-10-01,2018-11-01
195068,2017-01-01,2017-04-01
195047,2017-10-01,2017-11-01
195035,2017-06-01,2017-09-01
195032,2017-07-01,2017-08-01
195023,2017-05-01,2017-09-01
195020,2019-02-01,2019-05-01
195014,2016-06-01,2016-10-01
195005,2017-06-01,2017-09-01
194999,2017-02-01,2017-05-01
194996,2018-01-01,2018-02-01
194990,2019-05-01,2019-08-01
194987,2017-06-01,2017-10-01
194981,2019-04-01,2019-06-01
194978,2018-04-01,2018-07-01
194975,2019-08-01,2019-09-01
194969,2019-02-01,2019-04-01
194963,2017-02-01,2017-05-01
194957,2016-07-01,2016-08-01
194951,2019-03-01,2019-06-01
194945,2018-02-01,2018-05-01
194942,2018-06-01,2018-10-01
194933,2019-01-01,2019-03-01
194930,2018-07-01,2018-08-01
194927,2017-10-01,2018-02-01
194915,2018-01-01,2018-03-01
194909,2017-12-01,2018-01-01
194882,2016-05-01,2016-08-01
194873,2017-08-01,2017-11-01
194870,2016-11-01,2017-02-01
194867,2019-02-01,2019-06-01
194864,2017-01-01,2017-04-01
194861,2017-10-01,2017-11-01
194840,2016-12-01,2017-03-01
194837,2019-07-01,2019-11-01
194822,2016-09-01,2017-01-01
194813,2017-04-01,2017-07-01
194810,2018-11-01,2018-12-01
194804,2018-07-01,2018-10-01
194801,2019-06-01,2019-08-01
194798,2016-12-01,2017-02-01
194795,2016-04-01,2016-07-01
194783,2017-02-01,2017-03-01
194780,2017-05-01,2017-06-01
194777,2019-06-01,2019-09-01
194774,2018-02-01,2018-06-01
194771,2017-06-01,2017-09-01
194768,2016-09-01,2017-01-01
194762,2018-05-01,2018-08-01
194759,2019-10-01,2020-02-01
194756,2019-03-01,2019-06-01
194750,2018-10-01,2019-01-01
194741,2017-11-01,2018-01-01
194729,2017-04-01,2017-08-01
194714,2018-01-01,2018-04-01
194708,2019-04-01,2019-05-01
194702,2016-03-01,2016-06-01
194681,2018-02-01,2018-05-01
194669,2017-09-01,2018-01-01
194666,2018-08-01,2018-10-01
194663,2018-04-01,2018-05-01
194657,2017-04-01,2017-06-01
194642,2018-01-01,2018-04-01
194639,2018-07-01,2018-08-01
194627,2017-12-01,2018-02-01
194600,2017-05-01,2017-06-01
194591,2018-08-01,2018-12-01
194588,2016-11-01,2017-01-01
194579,2017-10-01,2018-02-01
194564,2016-12-01,2017-03-01
194555,2017-09-01,2017-12-01
194552,2017-05-01,2017-08-01
194543,2018-04-01,2018-05-01
194540,2016-07-01,2016-11-01
194531,2017-12-01,2018-01-01
194528,2017-04-01,2017-05-01
194525,2017-07-01,2017-10-01
194516,2017-04-01,2017-08-01
194495,2017-11-01,2018-02-01
194486,2018-04-01,2018-05-01
194483,2016-12-01,2017-02-01
194465,2016-07-01,2016-09-01
194438,2018-10-01,2019-01-01
194435,2017-08-01,2017-09-01
194432,2016-05-01,2016-06-01
194429,2019-01-01,2019-02-01
194426,2016-09-01,2016-12-01
194423,2018-10-01,2019-01-01
194405,2016-08-01,2016-09-01
194402,2018-08-01,2018-10-01
194396,2018-01-01,2018-05-01
194393,2017-05-01,2017-08-01
194387,2019-09-01,2020-01-01
194375,2018-06-01,2018-09-01
194369,2019-03-01,2019-07-01
194366,2019-06-01,2019-10-01
194354,2016-11-01,2016-12-01
194351,2017-07-01,2017-08-01
194342,2017-09-01,2017-12-01
194339,2016-09-01,2016-12-01
194324,2018-02-01,2018-03-01
194309,2019-10-01,2019-11-01
194306,2017-09-01,2018-01-01
194303,2019-05-01,2019-09-01
194291,2017-09-01,2018-01-01
194288,2019-07-01,2019-10-01
194276,2017-09-01,2017-11-01
194273,2016-07-01,2016-10-01
194267,2018-08-01,2018-11-01
194237,2017-02-01,2017-04-01
194231,2019-02-01,2019-06-01
194228,2018-09-01,2018-12-01
194222,2018-09-01,2018-10-01
194213,2016-08-01,2016-12-01
194198,2018-10-01,2019-02-01
194192,2016-12-01,2017-04-01
194183,2018-05-01,2018-08-01
194180,2017-06-01,2017-07-01
194153,2017-01-01,2017-04-01
194150,2019-05-01,2019-06-01
194147,2018-04-01,2018-07-01
194144,2018-10-01,2018-11-01
194141,2016-06-01,2016-10-01
194129,2018-09-01,2018-11-01
194120,2017-08-01,2017-12-01
194117,2016-10-01,2016-11-01
194102,2016-10-01,2016-11-01
194090,2019-05-01,2019-09-01
194084,2017-05-01,2017-09-01
194081,2019-08-01,2019-09-01
194078,2016-10-01,2017-02-01
194075,2019-07-01,2019-11-01
194072,2018-01-01,2018-02-01
194066,2017-07-01,2017-10-01
194042,2017-05-01,2017-09-01
194036,2017-02-01,2017-06-01
194030,2018-10-01,2018-11-01
194021,2019-01-01,2019-05-01
194015,2016-02-01,2016-04-01
194003,2016-11-01,2017-02-01
193982,2017-07-01,2017-11-01
193979,2017-12-01,2018-01-01
193961,2017-03-01,2017-06-01
193958,2018-11-01,2019-01-01
193952,2016-11-01,2016-12-01
193946,2016-04-01,2016-07-01
193943,2017-01-01,2017-04-01
193934,2016-09-01,2017-01-01
193928,2019-03-01,2019-07-01
193913,2017-12-01,2018-02-01
193907,2017-06-01,2017-09-01
193892,2017-01-01,2017-05-01
193880,2016-11-01,2017-03-01
193877,2016-05-01,2016-08-01
193871,2017-11-01,2018-02-01
193868,2019-05-01,2019-09-01
193865,2018-05-01,2018-08-01
193862,2017-08-01,2017-12-01
193859,2019-06-01,2019-07-01
193856,2016-11-01,2017-03-01
193847,2016-04-01,2016-07-01
193844,2018-05-01,2018-06-01
193838,2017-09-01,2018-01-01
193835,2018-09-01,2018-11-01
193826,2017-02-01,2017-04-01
193811,2018-02-01,2018-03-01
193796,2019-04-01,2019-08-01
193790,2019-05-01,2019-08-01
193787,2018-08-01,2018-10-01
193769,2018-11-01,2019-02-01
193742,2017-02-01,2017-03-01
193739,2019-08-01,2019-09-01
193733,2018-10-01,2019-01-01
193730,2017-09-01,2018-01-01
193727,2016-05-01,2016-08-01
193724,2017-09-01,2017-12-01
193721,2016-12-01,2017-03-01
193712,2019-04-01,2019-07-01
193709,2019-07-01,2019-11-01
193706,2018-08-01,2018-10-01
193700,2017-11-01,2018-02-01
193691,2016-11-01,2017-02-01
193682,2016-10-01,2017-01-01
193679,2017-07-01,2017-10-01
193676,2016-12-01,2017-02-01
193673,2019-03-01,2019-06-01
193670,2018-08-01,2018-09-01
193664,2019-05-01,2019-06-01
193658,2019-10-01,2020-02-01
193655,2017-11-01,2018-03-01
193646,2018-12-01,2019-01-01
193628,2016-10-01,2017-01-01
193622,2019-08-01,2019-12-01
193616,2019-03-01,2019-07-01
193583,2017-11-01,2018-03-01
193577,2017-04-01,2017-07-01
193574,2016-12-01,2017-03-01
193571,2019-02-01,2019-05-01
193547,2017-02-01,2017-05-01
193541,2017-02-01,2017-03-01
193514,2018-04-01,2018-07-01
193508,2016-11-01,2017-03-01
193493,2017-06-01,2017-07-01
193484,2019-06-01,2019-10-01
193475,2019-01-01,2019-02-01
193463,2019-01-01,2019-03-01
193454,2017-11-01,2017-12-01
193448,2016-10-01,2017-02-01
193445,2016-04-01,2016-08-01
193442,2018-12-01,2019-04-01
193433,2017-03-01,2017-05-01
193430,2018-10-01,2019-01-01
193424,2016-07-01,2016-10-01
193421,2019-02-01,2019-06-01
193418,2016-06-01,2016-09-01
193409,2017-02-01,2017-03-01
193403,2017-06-01,2017-08-01
193397,2019-01-01,2019-02-01
193391,2017-02-01,2017-06-01
193388,2017-06-01,2017-07-01
193385,2018-06-01,2018-10-01
193382,2018-06-01,2018-10-01
193376,2018-05-01,2018-06-01
193373,2018-07-01,2018-09-01
193367,2017-10-01,2018-01-01
193364,2019-04-01,2019-05-01
193355,2017-03-01,2017-06-01
193352,2018-10-01,2019-01-01
193349,2017-03-01,2017-04-01
193346,2016-08-01,2016-09-01
193343,2017-06-01,2017-10-01
193340,2017-12-01,2018-03-01
193331,2018-05-01,2018-07-01
193328,2018-01-01,2018-02-01
193322,2018-01-01,2018-03-01
193316,2018-12-01,2019-04-01
193298,2018-10-01,2019-01-01
193292,2017-03-01,2017-05-01
193271,2016-10-01,2016-12-01
193265,2019-01-01,2019-04-01
193262,2017-04-01,2017-07-01
193259,2017-06-01,2017-07-01
193253,2017-02-01,2017-03-01
193250,2016-07-01,2016-11-01
193241,2017-06-01,2017-07-01
193223,2017-03-01,2017-07-01
193220,2018-06-01,2018-08-01
193217,2018-02-01,2018-06-01
193205,2017-10-01,2017-12-01
193202,2018-09-01,2018-12-01
193196,2017-07-01,2017-10-01
193193,2018-06-01,2018-09-01
193190,2019-09-01,2019-11-01
193187,2018-09-01,2018-10-01
193184,2016-12-01,2017-03-01
193181,2017-01-01,2017-02-01
193169,2017-10-01,2018-02-01
193166,2016-08-01,2016-11-01
193163,2016-06-01,2016-07-01
193157,2019-07-01,2019-11-01
193148,2018-06-01,2018-07-01
193145,2016-04-01,2016-06-01
193142,2018-03-01,2018-06-01
193118,2018-02-01,2018-03-01
193112,2016-08-01,2016-09-01
193103,2017-02-01,2017-03-01
193097,2019-04-01,2019-05-01
193091,2016-10-01,2017-01-01
193088,2018-06-01,2018-08-01
193085,2018-03-01,2018-07-01
193076,2017-07-01,2017-10-01
193064,2016-12-01,2017-04-01
193058,2017-11-01,2018-01-01
193052,2017-02-01,2017-04-01
193040,2016-07-01,2016-10-01
193031,2019-03-01,2019-04-01
193028,2017-03-01,2017-06-01
193007,2016-12-01,2017-01-01
192998,2017-11-01,2018-02-01
192995,2018-10-01,2019-01-01
192992,2017-01-01,2017-03-01
192989,2017-11-01,2018-03-01
192968,2019-08-01,2019-10-01
192965,2017-03-01,2017-07-01
192962,2016-12-01,2017-03-01
192953,2018-10-01,2019-01-01
192950,2018-08-01,2018-11-01
192947,2016-05-01,2016-06-01
192941,2017-02-01,2017-06-01
192923,2017-03-01,2017-07-01
192914,2018-04-01,2018-07-01
192911,2016-11-01,2016-12-01
192908,2018-02-01,2018-06-01
192905,2018-01-01,2018-04-01
192902,2017-04-01,2017-08-01
192899,2018-10-01,2019-01-01
192893,2018-02-01,2018-04-01
192884,2018-10-01,2019-01-01
192866,2017-12-01,2018-01-01
192857,2017-07-01,2017-08-01
192845,2016-12-01,2017-04-01
192830,2017-01-01,2017-02-01
192821,2017-10-01,2017-11-01
192815,2017-07-01,2017-10-01
192812,2017-08-01,2017-11-01
192809,2018-05-01,2018-08-01
192791,2016-06-01,2016-09-01
192788,2018-09-01,2018-11-01
192782,2018-09-01,2018-10-01
192776,2017-09-01,2017-12-01
192773,2018-12-01,2019-01-01
192770,2019-05-01,2019-08-01
192764,2017-01-01,2017-04-01
192761,2017-11-01,2018-03-01
192749,2016-07-01,2016-10-01
192743,2018-11-01,2019-02-01
192734,2019-02-01,2019-05-01
192731,2019-06-01,2019-09-01
192725,2018-02-01,2018-05-01
192722,2018-01-01,2018-05-01
192716,2017-10-01,2018-02-01
192704,2018-03-01,2018-05-01
192695,2018-09-01,2018-11-01
192692,2019-08-01,2019-12-01
192686,2018-10-01,2018-11-01
192683,2017-01-01,2017-05-01
192680,2019-04-01,2019-07-01
192674,2016-07-01,2016-09-01
192668,2018-07-01,2018-09-01
192665,2019-03-01,2019-05-01
192656,2019-08-01,2019-12-01
192647,2017-06-01,2017-09-01
192644,2018-05-01,2018-07-01
192632,2016-05-01,2016-06-01
192620,2017-03-01,2017-04-01
192614,2018-09-01,2018-12-01
192611,2017-05-01,2017-06-01
192608,2017-11-01,2018-02-01
192605,2016-11-01,2017-01-01
192599,2016-11-01,2017-01-01
192593,2017-05-01,2017-09-01
192590,2017-05-01,2017-08-01
192584,2016-09-01,2016-12-01
192569,2016-09-01,2017-01-01
192566,2017-08-01,2017-11-01
192554,2017-05-01,2017-07-01
192548,2016-12-01,2017-04-01
192542,2017-01-01,2017-04-01
192539,2018-06-01,2018-07-01
192524,2018-08-01,2018-12-01
192515,2017-01-01,2017-04-01
192506,2017-12-01,2018-01-01
192491,2018-11-01,2019-01-01
192461,2017-06-01,2017-09-01
192440,2019-01-01,2019-05-01
192410,2018-02-01,2018-04-01
192401,2017-07-01,2017-10-01
192389,2019-04-01,2019-06-01
192383,2018-02-01,2018-04-01
192377,2018-08-01,2018-10-01
192356,2017-11-01,2018-02-01
192320,2017-12-01,2018-04-01
192311,2018-10-01,2018-11-01
192308,2018-10-01,2019-02-01
192305,2018-05-01,2018-07-01
192302,2017-07-01,2017-11-01
192296,2018-03-01,2018-06-01
192290,2019-03-01,2019-07-01
192284,2018-05-01,2018-09-01
192278,2019-01-01,2019-04-01
192263,2018-07-01,2018-10-01
192257,2017-08-01,2017-11-01
192245,2017-04-01,2017-07-01
192233,2016-08-01,2016-11-01
192227,2016-11-01,2017-03-01
192215,2018-10-01,2018-11-01
192209,2016-09-01,2016-11-01
192194,2016-06-01,2016-08-01
192182,2017-03-01,2017-05-01
192173,2016-10-01,2016-11-01
192167,2017-05-01,2017-09-01
192161,2019-06-01,2019-10-01
192158,2019-04-01,2019-05-01
192155,2017-10-01,2018-01-01
192143,2019-04-01,2019-07-01
192134,2017-04-01,2017-08-01
192131,2018-04-01,2018-07-01
192122,2016-10-01,2016-12-01
192119,2018-05-01,2018-07-01
192116,2017-06-01,2017-09-01
192110,2018-03-01,2018-04-01
192107,2018-10-01,2019-01-01
192101,2017-07-01,2017-10-01
192095,2018-11-01,2019-02-01
192092,2019-08-01,2019-12-01
192086,2017-07-01,2017-11-01
192083,2019-04-01,2019-08-01
192080,2019-01-01,2019-05-01
192065,2017-06-01,2017-10-01
192053,2018-01-01,2018-04-01
192050,2017-09-01,2017-11-01
192047,2018-02-01,2018-05-01
192041,2019-03-01,2019-04-01
192035,2019-04-01,2019-07-01
192032,2018-03-01,2018-05-01
192017,2018-06-01,2018-09-01
192011,2018-06-01,2018-07-01
192008,2017-11-01,2017-12-01
192002,2019-10-01,2020-01-01
191999,2018-04-01,2018-06-01
191996,2019-02-01,2019-06-01
191993,2017-03-01,2017-07-01
191987,2017-09-01,2018-01-01
191984,2017-10-01,2017-12-01
191981,2017-08-01,2017-09-01
191978,2018-08-01,2018-10-01
191969,2019-04-01,2019-08-01
191963,2016-08-01,2016-11-01
191945,2018-12-01,2019-04-01
191942,2019-05-01,2019-09-01
191933,2018-02-01,2018-03-01
191927,2016-11-01,2017-02-01
191924,2016-11-01,2017-03-01
191921,2016-05-01,2016-07-01
191900,2016-11-01,2017-03-01
191897,2017-09-01,2017-10-01
191879,2019-06-01,2019-10-01
191876,2019-04-01,2019-07-01
191864,2017-03-01,2017-04-01
191861,2017-01-01,2017-04-01
191852,2018-10-01,2018-12-01
191846,2019-02-01,2019-05-01
191837,2017-09-01,2017-10-01
191831,2017-05-01,2017-06-01
191822,2019-07-01,2019-10-01
191816,2018-06-01,2018-09-01
191795,2019-05-01,2019-08-01
191789,2018-08-01,2018-09-01
191759,2016-03-01,2016-07-01
191756,2016-05-01,2016-09-01
191753,2016-05-01,2016-08-01
191747,2016-12-01,2017-01-01
191738,2018-10-01,2018-12-01
191732,2019-05-01,2019-09-01
191729,2018-09-01,2018-11-01
191726,2017-07-01,2017-11-01
191720,2019-01-01,2019-04-01
191717,2018-09-01,2018-10-01
191714,2019-02-01,2019-04-01
191708,2018-06-01,2018-09-01
191705,2018-06-01,2018-09-01
191696,2017-09-01,2017-12-01
191693,2017-06-01,2017-09-01
191690,2017-08-01,2017-11-01
191672,2019-10-01,2019-11-01
191663,2018-09-01,2018-12-01
191654,2018-06-01,2018-08-01
191642,2017-10-01,2018-02-01
191615,2018-09-01,2019-01-01
191606,2016-07-01,2016-09-01
191603,2018-04-01,2018-07-01
191588,2016-10-01,2017-01-01
191582,2019-04-01,2019-08-01
191567,2017-07-01,2017-08-01
191564,2016-08-01,2016-11-01
191555,2017-05-01,2017-09-01
191543,2017-09-01,2017-11-01
191540,2019-02-01,2019-05-01
191528,2018-02-01,2018-06-01
191519,2019-03-01,2019-04-01
191498,2017-07-01,2017-11-01
191495,2017-03-01,2017-05-01
191489,2017-08-01,2017-11-01
191480,2019-02-01,2019-03-01
191474,2017-06-01,2017-09-01
191465,2018-07-01,2018-09-01
191450,2017-10-01,2018-02-01
191447,2019-07-01,2019-09-01
191444,2016-09-01,2017-01-01
191441,2016-11-01,2016-12-01
191438,2018-05-01,2018-08-01
191435,2019-07-01,2019-10-01
191432,2018-09-01,2018-11-01
191423,2019-10-01,2020-02-01
191417,2017-02-01,2017-03-01
191411,2017-07-01,2017-11-01
191408,2019-01-01,2019-03-01
191405,2019-01-01,2019-04-01
191378,2017-04-01,2017-06-01
191366,2018-09-01,2018-12-01
191360,2017-09-01,2017-11-01
191357,2019-08-01,2019-12-01
191351,2019-01-01,2019-04-01
191339,2017-01-01,2017-02-01
191336,2017-04-01,2017-05-01
191318,2018-10-01,2019-01-01
191306,2017-01-01,2017-05-01
191282,2017-09-01,2017-12-01
191234,2018-04-01,2018-08-01
191231,2017-04-01,2017-08-01
191228,2018-07-01,2018-11-01
191219,2017-06-01,2017-10-01
191216,2016-11-01,2016-12-01
191201,2018-05-01,2018-08-01
191186,2017-02-01,2017-06-01
191177,2017-03-01,2017-07-01
191174,2017-12-01,2018-04-01
191162,2018-12-01,2019-02-01
191153,2019-01-01,2019-03-01
191150,2018-04-01,2018-08-01
191147,2016-08-01,2016-09-01
191141,2017-06-01,2017-07-01
191123,2017-06-01,2017-10-01
191120,2019-02-01,2019-03-01
191117,2019-02-01,2019-06-01
191111,2018-03-01,2018-05-01
191105,2018-01-01,2018-05-01
191099,2016-07-01,2016-08-01
191096,2018-05-01,2018-08-01
191093,2019-07-01,2019-10-01
191090,2016-04-01,2016-06-01
191087,2018-10-01,2018-11-01
191075,2017-04-01,2017-07-01
191069,2017-03-01,2017-04-01
191066,2018-12-01,2019-01-01
191063,2019-06-01,2019-10-01
191060,2017-06-01,2017-10-01
191057,2018-08-01,2018-11-01
191033,2017-02-01,2017-06-01
191030,2017-09-01,2017-11-01
191024,2016-10-01,2017-02-01
191018,2018-12-01,2019-04-01
191012,2018-11-01,2018-12-01
191009,2016-03-01,2016-07-01
191003,2019-09-01,2020-01-01
190991,2017-06-01,2017-10-01
190985,2017-07-01,2017-09-01
190979,2019-10-01,2020-02-01
190970,2019-02-01,2019-05-01
190964,2018-01-01,2018-04-01
190961,2016-06-01,2016-10-01
190952,2018-05-01,2018-08-01
190946,2017-04-01,2017-08-01
190943,2018-06-01,2018-09-01
190922,2019-01-01,2019-03-01
190916,2018-09-01,2018-12-01
190913,2018-09-01,2018-11-01
190910,2018-07-01,2018-10-01
190907,2018-05-01,2018-06-01
190898,2019-03-01,2019-07-01
190892,2017-06-01,2017-09-01
190889,2018-04-01,2018-07-01
190874,2016-10-01,2017-01-01
190871,2017-12-01,2018-03-01
190868,2018-11-01,2019-02-01
190865,2019-09-01,2019-12-01
190862,2019-01-01,2019-05-01
190847,2016-10-01,2017-02-01
190844,2017-05-01,2017-06-01
190841,2016-12-01,2017-04-01
190835,2017-05-01,2017-06-01
190829,2018-12-01,2019-01-01
190823,2018-02-01,2018-05-01
190820,2019-07-01,2019-11-01
190811,2018-02-01,2018-06-01
190799,2018-03-01,2018-07-01
190793,2017-04-01,2017-05-01
190772,2019-06-01,2019-08-01
190769,2017-01-01,2017-04-01
190748,2016-11-01,2016-12-01
190736,2017-07-01,2017-10-01
190730,2016-11-01,2017-01-01
190724,2017-07-01,2017-11-01
190712,2016-07-01,2016-08-01
190706,2017-06-01,2017-09-01
190700,2017-11-01,2018-01-01
190688,2018-03-01,2018-06-01
190685,2018-11-01,2019-02-01
190676,2017-12-01,2018-04-01
190673,2018-03-01,2018-06-01
190670,2017-03-01,2017-04-01
190664,2019-06-01,2019-09-01
190649,2018-06-01,2018-09-01
190634,2017-07-01,2017-11-01
190619,2019-01-01,2019-05-01
190583,2018-11-01,2019-01-01
190577,2016-07-01,2016-08-01
190550,2017-08-01,2017-09-01
190547,2018-02-01,2018-05-01
190541,2016-05-01,2016-06-01
190526,2018-11-01,2019-02-01
190517,2019-03-01,2019-06-01
190511,2016-09-01,2016-11-01
190508,2017-11-01,2018-02-01
190505,2018-10-01,2019-01-01
190496,2018-04-01,2018-05-01
190490,2019-01-01,2019-05-01
190481,2017-09-01,2017-11-01
190469,2017-03-01,2017-04-01
190466,2018-06-01,2018-07-01
190460,2017-03-01,2017-06-01
190451,2018-04-01,2018-07-01
190448,2017-11-01,2017-12-01
190436,2018-01-01,2018-04-01
190433,2019-08-01,2019-11-01
190418,2018-05-01,2018-09-01
190415,2019-02-01,2019-06-01
190412,2018-11-01,2019-02-01
190400,2019-01-01,2019-03-01
190394,2017-04-01,2017-07-01
190391,2018-08-01,2018-11-01
190382,2016-09-01,2016-11-01
190370,2016-11-01,2017-02-01
190358,2017-08-01,2017-09-01
190328,2017-04-01,2017-06-01
190319,2017-12-01,2018-01-01
190316,2018-08-01,2018-11-01
190307,2018-11-01,2019-02-01
190301,2017-03-01,2017-07-01
190298,2017-04-01,2017-06-01
190295,2017-10-01,2017-12-01
190289,2017-09-01,2017-10-01
190283,2017-10-01,2017-12-01
190280,2019-08-01,2019-09-01
190271,2017-11-01,2018-01-01
190247,2017-07-01,2017-11-01
190232,2018-01-01,2018-05-01
190220,2016-09-01,2016-12-01
190214,2018-02-01,2018-06-01
190211,2019-06-01,2019-10-01
190208,2018-10-01,2018-11-01
190196,2016-05-01,2016-06-01
190187,2017-11-01,2018-02-01
190172,2018-09-01,2018-12-01
190166,2018-01-01,2018-05-01
190145,2017-05-01,2017-07-01
190133,2019-02-01,2019-03-01
190115,2018-02-01,2018-05-01
190100,2017-06-01,2017-09-01
190091,2017-02-01,2017-03-01
190088,2019-02-01,2019-05-01
190085,2016-12-01,2017-04-01
190079,2017-10-01,2018-01-01
190076,2018-02-01,2018-04-01
190070,2016-03-01,2016-07-01
190061,2016-09-01,2016-12-01
190058,2018-07-01,2018-10-01
190052,2016-08-01,2016-11-01
190031,2018-11-01,2019-01-01
190010,2017-04-01,2017-07-01
190004,2018-05-01,2018-08-01
189995,2019-03-01,2019-05-01
189989,2017-11-01,2018-02-01
189980,2016-03-01,2016-06-01
189974,2019-06-01,2019-08-01
189971,2019-03-01,2019-04-01
189968,2018-11-01,2018-12-01
189956,2018-10-01,2019-01-01
189944,2018-07-01,2018-09-01
189938,2017-07-01,2017-10-01
189935,2017-11-01,2017-12-01
189905,2019-03-01,2019-05-01
189902,2016-10-01,2016-12-01
189893,2017-11-01,2018-02-01
189890,2018-01-01,2018-04-01
189884,2016-07-01,2016-08-01
189881,2017-08-01,2017-10-01
189872,2017-05-01,2017-08-01
189866,2018-10-01,2019-01-01
189854,2017-04-01,2017-08-01
189836,2017-08-01,2017-12-01
189824,2017-09-01,2017-12-01
189809,2016-05-01,2016-09-01
189791,2018-09-01,2018-12-01
189779,2018-08-01,2018-09-01
189776,2016-10-01,2016-11-01
189758,2017-11-01,2018-01-01
189752,2017-04-01,2017-07-01
189749,2019-06-01,2019-08-01
189746,2017-05-01,2017-09-01
189740,2016-11-01,2017-02-01
189737,2016-07-01,2016-11-01
189734,2019-04-01,2019-05-01
189731,2016-05-01,2016-08-01
189728,2018-02-01,2018-03-01
189716,2019-08-01,2019-12-01
189713,2016-07-01,2016-08-01
189704,2017-01-01,2017-02-01
189701,2016-06-01,2016-09-01
189689,2017-08-01,2017-11-01
189686,2019-03-01,2019-04-01
189668,2016-09-01,2016-12-01
189665,2016-12-01,2017-02-01
189662,2016-08-01,2016-09-01
189659,2017-05-01,2017-09-01
189656,2017-10-01,2018-02-01
189653,2016-02-01,2016-06-01
189650,2017-05-01,2017-07-01
189647,2019-03-01,2019-06-01
189635,2019-05-01,2019-08-01
189632,2018-08-01,2018-11-01
189629,2017-08-01,2017-12-01
189620,2016-07-01,2016-08-01
189617,2017-02-01,2017-03-01
189614,2018-11-01,2019-02-01
189611,2019-03-01,2019-04-01
189608,2018-03-01,2018-05-01
189602,2019-01-01,2019-02-01
189599,2016-11-01,2017-02-01
189593,2017-04-01,2017-07-01
189590,2017-11-01,2018-02-01
189572,2018-08-01,2018-09-01
189569,2016-12-01,2017-04-01
189566,2018-04-01,2018-08-01
189557,2016-05-01,2016-08-01
189554,2017-08-01,2017-10-01
189551,2017-02-01,2017-05-01
