cust_id,gender,religion,employment,postal_code,birth_date,joined_ING_date,number_client_calls_to_ING,number_client_calls_from_ING
4978,F,C,Public Sector,40,1977-10-01,2016-05-01,0,4
4979,F,U,Private Sector,10,1976-11-01,2015-04-01,0,0
4980,M,J,Private Sector,30,1990-02-01,2015-05-01,1,1
4981,M,C,Self-employed,20,1981-11-01,2015-05-01,4,1
4982,M,C,Private Sector,60,1990-08-01,2015-12-01,2,1
4983,M,O,Unemployed,20,1975-10-01,2017-08-01,0,0
4984,F,U,Public Sector,50,1985-04-01,2013-01-01,5,0
4985,M,M,Public Sector,20,1976-01-01,2013-11-01,0,0
4986,F,U,Private Sector,30,1988-06-01,2013-07-01,0,0
4987,M,J,Private Sector,80,1993-01-01,2016-11-01,0,0
4988,M,C,Unemployed,60,1981-07-01,2015-01-01,0,7
4989,M,O,Self-employed,30,1985-02-01,2013-12-01,4,0
4990,F,J,Public Sector,30,1981-06-01,2014-08-01,3,0
4991,M,J,Unemployed,30,1976-03-01,2014-04-01,4,1
4992,M,C,Unemployed,30,1991-10-01,2016-12-01,0,2
4993,F,M,Unemployed,80,1987-01-01,2015-01-01,0,4
4994,F,C,Private Sector,20,1971-07-01,2014-07-01,2,0
4995,M,C,Private Sector,10,1979-09-01,2018-02-01,0,1
4996,M,M,Private Sector,70,1980-03-01,2014-03-01,5,0
4997,M,C,Private Sector,10,1972-02-01,2015-05-01,0,0
4998,M,U,Private Sector,50,1984-07-01,2012-11-01,3,0
4999,M,U,Unemployed,10,1981-01-01,2015-11-01,0,0
5000,F,C,Public Sector,20,1983-10-01,2015-05-01,1,0
5001,M,O,Private Sector,30,1970-11-01,2013-04-01,1,1
5002,M,C,Private Sector,30,1976-12-01,2016-01-01,0,1
5003,M,U,Public Sector,10,1975-03-01,2012-04-01,2,1
5004,M,U,Private Sector,30,1968-02-01,2012-05-01,1,0
5005,M,U,Self-employed,30,1979-10-01,2014-11-01,5,7
5006,F,U,Unemployed,40,1980-05-01,2015-09-01,0,4
5007,F,C,Unemployed,60,1971-10-01,2013-09-01,3,0
5008,M,C,Unemployed,30,1982-01-01,2013-08-01,1,0
5009,F,J,Unemployed,40,1985-01-01,2013-06-01,5,3
5010,F,M,Private Sector,30,1976-11-01,2015-04-01,5,0
5011,M,O,Unemployed,20,1987-04-01,2014-01-01,3,4
5012,F,M,Public Sector,70,1990-08-01,2016-05-01,3,1
5013,F,O,Private Sector,50,1992-10-01,2013-05-01,0,1
5014,F,J,Public Sector,20,1987-09-01,2014-09-01,1,0
5015,M,U,Unemployed,30,1984-07-01,2015-10-01,1,7
5016,F,C,Private Sector,30,1991-10-01,2017-02-01,0,4
5017,M,C,Private Sector,10,1978-06-01,2015-04-01,0,0
5018,F,O,Public Sector,50,1983-11-01,2014-04-01,0,2
5019,M,U,Private Sector,10,1989-11-01,2016-04-01,0,1
5020,M,J,Self-employed,50,1989-12-01,2017-10-01,5,6
5021,M,M,Private Sector,30,1980-07-01,2012-10-01,0,1
5022,M,U,Unemployed,10,1988-01-01,2015-01-01,0,3
5023,F,C,Private Sector,40,1987-02-01,2013-10-01,3,0
5024,M,U,Private Sector,40,1975-04-01,2015-04-01,1,0
5025,M,U,Unemployed,50,1982-03-01,2016-11-01,0,2
5026,M,U,Unemployed,30,1979-09-01,2013-05-01,1,4
5027,F,U,Unemployed,10,1977-11-01,2015-05-01,3,0
5028,M,U,Private Sector,20,1983-07-01,2016-03-01,5,0
5029,M,J,Private Sector,10,1985-12-01,2014-06-01,0,0
5030,M,C,Public Sector,40,1984-08-01,2014-11-01,3,2
5031,M,C,Private Sector,60,1983-02-01,2013-08-01,1,0
5032,M,C,Self-employed,50,1986-10-01,2017-06-01,1,4
5033,M,O,Public Sector,30,1983-09-01,2014-05-01,1,1
5034,M,U,Private Sector,30,1989-01-01,2016-07-01,0,1
5035,M,U,Self-employed,80,1976-02-01,2015-01-01,2,0
5036,F,C,Public Sector,30,1976-11-01,2015-12-01,1,0
5037,M,M,Private Sector,10,1978-08-01,2015-05-01,0,0
5038,M,C,Private Sector,60,1973-07-01,2015-11-01,0,4
5039,M,C,Private Sector,10,1982-08-01,2018-01-01,1,4
5040,F,C,Public Sector,50,1990-12-01,2016-07-01,1,7
5041,M,C,Self-employed,10,1987-03-01,2013-05-01,5,0
5042,F,C,Private Sector,30,1957-07-01,2012-07-01,3,0
5043,M,O,Unemployed,30,1970-08-01,2016-02-01,5,0
5044,M,C,Private Sector,30,1981-06-01,2014-10-01,4,0
5045,F,M,Self-employed,20,1989-05-01,2014-07-01,0,0
5046,M,C,Public Sector,20,1981-03-01,2013-06-01,4,2
5047,M,M,Public Sector,10,1980-06-01,2015-06-01,0,0
5048,M,M,Private Sector,40,1980-09-01,2016-08-01,3,0
5049,M,U,Private Sector,60,1985-04-01,2015-05-01,0,0
5050,F,C,Unemployed,40,1985-04-01,2013-01-01,0,4
5051,M,U,Private Sector,10,1987-02-01,2014-05-01,1,3
5052,F,C,Public Sector,70,1976-04-01,2016-02-01,1,1
5053,M,J,Private Sector,40,1981-03-01,2014-11-01,3,0
5054,F,U,Unemployed,30,1987-07-01,2015-07-01,0,0
5055,M,U,Unemployed,20,1986-07-01,2014-05-01,0,0
5056,M,U,Private Sector,50,1981-08-01,2014-12-01,4,0
5057,M,U,Public Sector,30,1986-02-01,2014-02-01,0,2
5058,M,U,Public Sector,80,1982-07-01,2015-05-01,0,1
5059,M,J,Self-employed,50,1974-08-01,2014-03-01,5,4
5060,M,U,Private Sector,20,1986-10-01,2014-06-01,1,0
5061,M,J,Public Sector,10,1987-07-01,2014-03-01,0,1
5062,M,J,Public Sector,50,1987-03-01,2014-03-01,0,6
5063,M,U,Unemployed,10,1981-12-01,2017-05-01,0,0
5064,M,U,Private Sector,40,1972-12-01,2017-11-01,0,0
5065,F,U,Public Sector,70,1974-08-01,2017-02-01,2,6
5066,F,U,Private Sector,70,1982-11-01,2016-10-01,3,6
5067,M,C,Public Sector,30,1975-05-01,2013-06-01,1,1
5068,F,U,Unemployed,40,1977-09-01,2013-03-01,0,0
5069,M,O,Unemployed,70,1991-02-01,2016-03-01,0,0
5070,F,O,Self-employed,80,1984-03-01,2014-06-01,0,0
5071,F,C,Public Sector,10,1993-11-01,2015-06-01,2,0
5072,F,C,Unemployed,20,1978-08-01,2016-04-01,0,2
5073,M,U,Public Sector,20,1972-03-01,2012-10-01,1,1
5074,F,C,Private Sector,10,1986-02-01,2014-06-01,4,0
5075,M,U,Private Sector,30,1979-02-01,2012-01-01,2,0
5076,F,M,Private Sector,60,1979-07-01,2017-05-01,0,0
5077,M,U,Private Sector,70,1992-12-01,2013-11-01,0,1
5078,M,U,Self-employed,60,1980-02-01,2014-10-01,3,0
5079,F,U,Private Sector,20,1978-09-01,2017-01-01,3,4
5080,M,C,Public Sector,30,1988-08-01,2017-04-01,0,7
5081,F,C,Private Sector,30,1985-12-01,2017-12-01,3,0
5082,F,C,Private Sector,40,1987-11-01,2015-09-01,0,0
5083,M,O,Private Sector,10,1979-10-01,2016-09-01,5,0
5084,M,O,Self-employed,10,1980-09-01,2014-04-01,0,0
5085,M,O,Private Sector,20,1984-11-01,2015-11-01,0,1
5086,M,U,Public Sector,80,1983-02-01,2016-02-01,5,0
5087,F,U,Unemployed,30,1992-07-01,2017-11-01,0,0
5088,M,M,Unemployed,20,1991-10-01,2013-02-01,2,3
5089,M,J,Private Sector,80,1984-04-01,2014-05-01,0,0
5090,M,C,Unemployed,20,1984-10-01,2014-12-01,4,4
5091,F,O,Private Sector,20,1982-01-01,2014-03-01,1,0
5092,M,U,Public Sector,80,1986-06-01,2017-12-01,0,0
5093,F,U,Private Sector,50,1982-04-01,2014-11-01,4,0
5094,M,U,Private Sector,30,1995-02-01,2016-04-01,0,7
5095,M,J,Private Sector,10,1995-06-01,2015-11-01,1,7
5096,M,C,Private Sector,10,1986-07-01,2013-08-01,0,1
5097,M,O,Private Sector,80,1979-07-01,2015-03-01,5,0
5098,M,C,Self-employed,50,1978-06-01,2013-05-01,5,1
5099,M,C,Unemployed,30,1987-09-01,2016-06-01,2,1
5100,F,O,Private Sector,30,1980-06-01,2013-03-01,0,0
5101,M,U,Public Sector,20,1978-08-01,2016-02-01,0,4
5102,M,O,Public Sector,30,1980-05-01,2014-11-01,1,0
5103,F,M,Private Sector,30,1977-10-01,2016-10-01,2,0
5104,F,U,Private Sector,50,1984-12-01,2013-04-01,1,0
5105,F,U,Private Sector,30,1971-03-01,2017-08-01,4,0
5106,M,J,Self-employed,40,1983-03-01,2015-02-01,4,0
5107,M,O,Public Sector,60,1987-03-01,2015-05-01,3,0
5108,M,C,Unemployed,30,1987-07-01,2016-07-01,1,2
5109,M,M,Self-employed,50,1983-02-01,2015-04-01,4,0
5110,M,U,Private Sector,10,1977-01-01,2013-08-01,5,0
5111,M,O,Public Sector,30,1983-08-01,2016-01-01,2,4
5112,F,C,Self-employed,50,1986-04-01,2014-04-01,5,7
5113,M,U,Private Sector,50,1985-01-01,2015-03-01,0,1
5114,F,C,Public Sector,30,1992-06-01,2013-07-01,3,0
5115,M,M,Public Sector,10,1974-09-01,2015-10-01,0,0
5116,M,U,Public Sector,30,1973-04-01,2015-10-01,0,2
5117,M,C,Private Sector,60,1982-01-01,2013-10-01,0,0
5118,M,U,Unemployed,40,1978-03-01,2016-05-01,0,0
5119,M,C,Public Sector,10,1978-12-01,2016-09-01,5,0
5120,M,O,Public Sector,20,1977-03-01,2016-07-01,2,1
5121,M,U,Private Sector,80,1981-11-01,2016-06-01,5,0
5122,M,C,Private Sector,40,1984-06-01,2014-08-01,2,2
5123,M,O,Private Sector,30,1993-05-01,2015-11-01,2,0
5124,M,C,Private Sector,50,1974-02-01,2013-07-01,0,7
5125,F,U,Unemployed,80,1978-04-01,2012-09-01,5,0
5126,M,U,Private Sector,10,1983-06-01,2013-10-01,5,0
5127,M,U,Private Sector,60,1984-07-01,2017-05-01,1,6
5128,M,J,Private Sector,50,1976-06-01,2015-08-01,4,6
5129,F,C,Public Sector,60,1987-03-01,2012-10-01,1,4
5130,M,C,Private Sector,30,1986-05-01,2015-08-01,0,0
5131,M,C,Self-employed,50,1983-05-01,2016-07-01,0,7
5132,M,J,Self-employed,30,1982-07-01,2012-09-01,0,7
5133,F,U,Self-employed,30,1985-03-01,2015-02-01,1,0
5134,M,C,Private Sector,10,1986-10-01,2013-09-01,0,0
5135,M,J,Unemployed,10,1996-06-01,2015-05-01,0,1
5136,F,C,Private Sector,10,1985-01-01,2014-02-01,0,1
5137,M,M,Self-employed,20,1983-09-01,2016-06-01,5,0
5138,F,U,Self-employed,70,1986-07-01,2016-03-01,1,0
5139,F,C,Unemployed,60,1988-07-01,2015-04-01,2,0
5140,M,U,Private Sector,60,1982-01-01,2013-01-01,0,4
5141,M,U,Private Sector,50,1982-07-01,2014-08-01,1,0
5142,M,M,Self-employed,60,1990-06-01,2015-12-01,5,0
5143,F,C,Public Sector,30,1970-10-01,2016-01-01,4,0
5144,M,C,Public Sector,20,1981-11-01,2016-05-01,0,0
5145,M,M,Private Sector,10,1977-12-01,2015-11-01,0,0
5146,M,U,Private Sector,20,1982-08-01,2015-12-01,2,1
5147,M,U,Private Sector,20,1984-07-01,2013-06-01,0,2
5148,M,C,Public Sector,70,1980-08-01,2016-09-01,0,0
5149,M,C,Private Sector,40,1998-07-01,2017-11-01,1,0
5150,M,J,Private Sector,60,1973-08-01,2016-01-01,3,2
5151,M,O,Public Sector,50,1981-11-01,2014-03-01,0,7
5152,M,J,Private Sector,80,1978-06-01,2016-11-01,0,0
5153,M,M,Private Sector,70,1986-02-01,2013-07-01,0,3
5154,M,U,Private Sector,30,1973-07-01,2015-04-01,0,0
5155,F,C,Private Sector,80,1969-01-01,2012-12-01,0,1
5156,M,U,Private Sector,10,1990-06-01,2014-06-01,0,0
5157,F,J,Private Sector,50,1982-08-01,2015-01-01,0,4
5158,M,J,Public Sector,20,1971-09-01,2014-07-01,1,6
5159,F,C,Private Sector,20,1978-08-01,2016-01-01,0,4
5160,F,U,Unemployed,70,1987-06-01,2014-05-01,1,2
5161,F,U,Public Sector,30,1982-04-01,2017-07-01,0,1
5162,M,U,Unemployed,10,1990-12-01,2015-03-01,5,0
5163,M,J,Unemployed,60,1984-06-01,2016-02-01,1,0
5164,F,M,Public Sector,10,1992-10-01,2014-07-01,0,1
5165,M,U,Private Sector,30,1987-09-01,2016-05-01,0,1
5166,F,C,Private Sector,50,1991-02-01,2013-09-01,3,1
5167,F,U,Public Sector,20,1980-02-01,2012-09-01,2,7
5168,F,M,Unemployed,40,1990-01-01,2017-07-01,3,0
5169,M,U,Unemployed,10,1992-08-01,2015-11-01,0,4
5170,M,U,Unemployed,30,1978-11-01,2016-08-01,0,0
5171,F,C,Public Sector,80,1980-12-01,2015-12-01,1,0
5172,M,U,Self-employed,50,1979-06-01,2013-07-01,0,0
5173,M,J,Unemployed,10,1969-04-01,2013-08-01,0,6
5174,F,M,Unemployed,50,1974-07-01,2016-06-01,0,0
5175,M,U,Self-employed,30,1982-10-01,2016-06-01,0,0
5176,M,M,Unemployed,40,1972-07-01,2015-10-01,0,1
5177,M,J,Public Sector,20,1975-12-01,2016-03-01,2,0
5178,M,C,Private Sector,10,1977-03-01,2012-02-01,3,0
5179,F,U,Self-employed,80,1979-11-01,2013-09-01,0,0
5180,M,C,Private Sector,30,1987-02-01,2014-08-01,4,0
5181,M,J,Unemployed,30,1974-10-01,2016-09-01,0,6
5182,M,U,Public Sector,50,1979-07-01,2014-09-01,2,2
5183,M,C,Private Sector,70,1985-01-01,2014-10-01,0,0
5184,F,U,Private Sector,10,1984-04-01,2014-05-01,1,6
5185,M,O,Private Sector,10,1970-05-01,2014-01-01,5,2
5186,M,O,Private Sector,10,1984-11-01,2015-09-01,0,2
5187,M,M,Private Sector,10,1991-10-01,2017-04-01,0,0
5188,M,C,Public Sector,20,1974-09-01,2015-05-01,0,1
5189,F,U,Public Sector,20,1982-03-01,2015-12-01,3,0
5190,M,U,Public Sector,30,1990-07-01,2013-11-01,0,6
5191,M,M,Private Sector,50,1988-05-01,2014-08-01,0,0
5192,M,U,Public Sector,40,1976-09-01,2015-01-01,0,0
5193,M,M,Public Sector,30,1983-09-01,2016-03-01,2,1
5194,M,M,Public Sector,30,1989-04-01,2016-05-01,3,1
5195,M,U,Self-employed,50,1975-06-01,2012-09-01,3,7
5196,M,U,Public Sector,10,1989-12-01,2016-06-01,3,2
5197,F,U,Unemployed,40,1980-11-01,2016-07-01,1,0
5198,M,C,Private Sector,40,1986-09-01,2014-03-01,0,1
5199,M,J,Private Sector,40,1978-08-01,2015-09-01,2,0
5200,M,U,Private Sector,20,1986-06-01,2017-04-01,2,0
5201,F,C,Private Sector,50,1975-10-01,2014-01-01,0,0
5202,M,U,Private Sector,60,1973-11-01,2013-10-01,0,0
5203,M,U,Unemployed,10,1974-07-01,2015-12-01,3,1
5204,M,U,Public Sector,60,1983-10-01,2015-04-01,0,0
5205,M,C,Unemployed,30,1974-10-01,2015-04-01,0,6
5206,F,M,Public Sector,50,1977-11-01,2013-10-01,0,1
5207,M,O,Private Sector,80,1975-05-01,2015-04-01,0,5
5208,M,U,Public Sector,40,1990-11-01,2014-12-01,0,4
5209,M,J,Public Sector,40,1971-05-01,2012-12-01,2,4
5210,F,C,Private Sector,70,1979-03-01,2015-07-01,0,0
5211,F,C,Self-employed,30,1985-10-01,2016-03-01,0,6
5212,M,U,Unemployed,20,1987-07-01,2012-10-01,5,4
5213,M,U,Self-employed,50,1958-04-01,2016-02-01,1,0
5214,M,U,Public Sector,20,1978-01-01,2012-12-01,0,2
5215,F,U,Self-employed,30,1978-09-01,2014-07-01,5,0
5216,M,J,Public Sector,30,1966-09-01,2016-07-01,0,0
5217,F,U,Unemployed,50,1982-04-01,2014-09-01,0,1
5218,M,U,Private Sector,20,1982-01-01,2014-01-01,0,0
5219,M,C,Private Sector,20,1981-11-01,2017-01-01,1,1
5220,M,M,Private Sector,10,1978-07-01,2015-10-01,0,0
5221,F,O,Private Sector,10,1986-03-01,2016-03-01,0,6
5222,M,J,Private Sector,30,1986-06-01,2014-12-01,0,0
5223,M,O,Private Sector,20,1979-03-01,2014-03-01,3,0
5224,M,C,Public Sector,60,1984-06-01,2014-10-01,0,0
5225,F,U,Self-employed,30,1982-01-01,2012-06-01,0,1
5226,F,C,Private Sector,40,1974-10-01,2012-11-01,3,0
5227,F,O,Unemployed,20,1984-06-01,2015-07-01,0,0
5228,F,U,Private Sector,80,1979-12-01,2017-03-01,0,1
5229,M,C,Self-employed,80,1984-11-01,2017-08-01,0,7
5230,M,U,Private Sector,10,1982-10-01,2015-08-01,5,7
5231,M,J,Private Sector,40,1983-01-01,2016-10-01,0,0
5232,M,U,Private Sector,60,1973-12-01,2014-09-01,0,0
5233,F,U,Public Sector,30,1987-02-01,2017-02-01,0,1
5234,F,C,Private Sector,60,1974-04-01,2015-07-01,0,0
5235,M,U,Unemployed,80,1984-04-01,2016-08-01,0,1
5236,F,C,Unemployed,40,1984-08-01,2015-11-01,0,0
5237,M,C,Public Sector,10,1987-05-01,2015-09-01,0,0
5238,M,U,Public Sector,50,1972-05-01,2015-04-01,0,0
5239,F,U,Unemployed,50,1990-01-01,2016-04-01,3,0
5240,M,C,Public Sector,40,1996-11-01,2016-06-01,0,0
5241,M,U,Private Sector,10,1980-06-01,2016-07-01,0,4
5242,F,U,Public Sector,60,1988-07-01,2014-11-01,0,2
5243,F,O,Private Sector,60,1987-10-01,2017-06-01,1,0
5244,M,U,Public Sector,80,1978-03-01,2012-12-01,0,0
5245,M,C,Self-employed,10,1977-12-01,2016-07-01,1,6
5246,M,U,Private Sector,20,1971-04-01,2013-07-01,0,4
5247,M,M,Public Sector,30,1983-09-01,2014-02-01,3,0
5248,M,U,Unemployed,20,1988-08-01,2014-01-01,0,7
5249,F,U,Private Sector,50,1983-09-01,2017-03-01,5,1
5250,F,M,Public Sector,50,1972-04-01,2014-10-01,2,1
5251,F,U,Public Sector,60,1975-12-01,2014-10-01,0,0
5252,F,C,Private Sector,30,1986-04-01,2014-04-01,5,0
5253,F,O,Public Sector,70,1987-08-01,2013-02-01,0,0
5254,F,M,Public Sector,30,1988-12-01,2014-11-01,2,1
5255,M,C,Public Sector,20,1978-04-01,2014-02-01,0,1
5256,M,C,Private Sector,50,1988-08-01,2015-05-01,0,0
5257,M,M,Private Sector,60,1972-04-01,2013-11-01,2,0
5258,M,U,Self-employed,30,1989-09-01,2016-05-01,1,1
5259,F,M,Unemployed,40,1984-02-01,2016-07-01,4,1
5260,M,C,Public Sector,60,1987-02-01,2014-07-01,3,0
5261,F,J,Private Sector,50,1981-09-01,2014-01-01,2,0
5262,F,M,Self-employed,20,1983-02-01,2014-10-01,2,0
5263,F,M,Private Sector,10,1984-01-01,2014-06-01,1,2
5264,M,C,Public Sector,10,1982-05-01,2017-03-01,5,0
5265,F,U,Private Sector,40,1982-07-01,2014-04-01,1,7
5266,F,U,Private Sector,10,1971-01-01,2012-05-01,4,4
5267,M,U,Self-employed,10,1984-04-01,2014-05-01,5,0
5268,M,M,Unemployed,10,1979-06-01,2015-07-01,1,1
5269,F,O,Private Sector,20,1984-03-01,2013-12-01,0,1
5270,M,C,Unemployed,10,1989-08-01,2016-05-01,1,1
5271,F,C,Private Sector,60,1983-09-01,2016-04-01,1,7
5272,M,U,Unemployed,30,1983-12-01,2016-07-01,5,2
5273,F,U,Public Sector,30,1975-06-01,2014-11-01,2,0
5274,F,C,Private Sector,60,1985-11-01,2015-08-01,1,1
5275,F,O,Private Sector,10,1991-10-01,2015-12-01,3,0
5276,M,U,Public Sector,40,1986-06-01,2016-09-01,5,0
5277,M,U,Public Sector,80,1992-02-01,2013-06-01,1,1
5278,F,J,Private Sector,10,1987-08-01,2015-01-01,0,2
5279,F,C,Private Sector,20,1982-01-01,2013-06-01,1,1
5280,M,C,Public Sector,10,1976-01-01,2015-06-01,0,7
5281,M,C,Unemployed,40,1980-12-01,2014-10-01,2,1
5282,F,U,Unemployed,10,1986-09-01,2015-12-01,5,4
5283,F,C,Self-employed,50,1975-04-01,2014-10-01,0,0
5284,M,M,Self-employed,10,1983-04-01,2016-03-01,1,2
5285,M,O,Private Sector,20,1986-04-01,2013-01-01,5,1
5286,F,U,Self-employed,80,1978-12-01,2014-07-01,0,4
5287,M,O,Self-employed,20,1990-08-01,2017-10-01,0,0
5288,M,J,Public Sector,40,1989-07-01,2015-02-01,0,1
5289,M,O,Self-employed,20,1976-01-01,2015-04-01,0,0
5290,M,C,Self-employed,40,1976-11-01,2016-06-01,1,4
5291,F,M,Self-employed,30,1979-05-01,2014-06-01,0,1
5292,M,C,Unemployed,20,1987-09-01,2014-09-01,0,6
5293,M,C,Private Sector,80,1980-12-01,2014-11-01,0,0
5294,M,O,Private Sector,50,1977-02-01,2014-12-01,2,7
5295,M,M,Private Sector,50,1988-09-01,2017-12-01,0,1
5296,M,C,Private Sector,80,1987-05-01,2015-08-01,5,0
5297,F,U,Private Sector,20,1984-04-01,2015-09-01,2,2
5298,F,U,Unemployed,80,1971-08-01,2013-10-01,1,1
5299,M,U,Public Sector,70,1980-09-01,2015-07-01,1,2
5300,M,C,Unemployed,40,1975-02-01,2014-04-01,0,0
5301,F,U,Unemployed,20,1978-02-01,2013-01-01,0,0
5302,F,M,Public Sector,80,1971-07-01,2013-04-01,4,1
5303,M,U,Unemployed,10,1977-07-01,2015-06-01,1,0
5304,M,U,Self-employed,40,1974-01-01,2014-06-01,0,0
5305,M,J,Private Sector,30,1983-10-01,2016-02-01,1,0
5306,M,O,Public Sector,40,1984-08-01,2016-01-01,0,1
5307,M,U,Public Sector,60,1978-01-01,2015-09-01,2,6
5308,M,J,Self-employed,70,1982-11-01,2014-05-01,1,0
5309,M,U,Public Sector,50,1985-03-01,2016-02-01,0,0
5310,M,C,Unemployed,30,1973-12-01,2015-03-01,0,0
5311,M,M,Public Sector,40,1977-12-01,2013-10-01,0,0
5312,M,C,Unemployed,30,1987-12-01,2017-10-01,2,2
5313,F,C,Unemployed,50,1990-05-01,2014-10-01,2,4
5314,M,U,Private Sector,30,1977-07-01,2017-05-01,0,4
5315,F,U,Public Sector,10,1987-05-01,2015-03-01,1,0
5316,F,C,Public Sector,40,1978-01-01,2014-03-01,3,1
5317,M,M,Unemployed,30,1988-05-01,2012-05-01,0,0
5318,F,C,Private Sector,50,1964-11-01,2016-11-01,0,0
5319,F,C,Private Sector,30,1984-11-01,2015-03-01,0,1
5320,F,O,Unemployed,10,1980-07-01,2015-04-01,5,1
5321,F,U,Private Sector,20,1984-12-01,2016-06-01,0,0
5322,M,J,Unemployed,50,1982-08-01,2015-03-01,5,0
5323,F,C,Unemployed,30,1973-03-01,2016-04-01,0,0
5324,M,C,Unemployed,50,1982-11-01,2018-01-01,3,0
5325,F,U,Private Sector,10,1972-11-01,2013-01-01,1,7
5326,M,C,Private Sector,10,1991-09-01,2015-01-01,3,7
5327,M,O,Self-employed,10,1979-03-01,2016-02-01,3,0
5328,F,C,Private Sector,30,1976-07-01,2012-11-01,1,0
5329,M,U,Self-employed,20,1982-05-01,2017-01-01,0,0
5330,M,U,Unemployed,10,1974-07-01,2015-07-01,5,0
5331,M,U,Private Sector,10,1981-05-01,2015-01-01,0,0
5332,F,U,Private Sector,80,1992-05-01,2015-01-01,3,0
5333,F,C,Public Sector,10,1980-10-01,2015-07-01,5,2
5334,F,J,Public Sector,10,1984-06-01,2015-03-01,0,0
5335,M,O,Private Sector,40,1979-10-01,2016-12-01,0,0
5336,F,C,Private Sector,50,1976-10-01,2012-11-01,0,1
5337,M,C,Self-employed,20,1982-04-01,2015-05-01,1,0
5338,M,C,Public Sector,50,1991-02-01,2013-04-01,0,1
5339,M,O,Private Sector,10,1983-03-01,2015-07-01,2,1
5340,F,O,Public Sector,60,1987-07-01,2014-07-01,1,0
5341,M,O,Public Sector,20,1980-03-01,2013-08-01,0,6
5342,M,C,Private Sector,60,1980-09-01,2015-02-01,1,1
5343,F,C,Private Sector,70,1976-09-01,2013-07-01,0,0
5344,M,C,Private Sector,70,1996-03-01,2015-01-01,0,0
5345,F,C,Private Sector,40,1986-06-01,2016-01-01,3,0
5346,F,J,Unemployed,50,1976-06-01,2014-01-01,1,0
5347,M,C,Unemployed,40,1986-09-01,2016-01-01,0,1
5348,F,O,Private Sector,10,1977-04-01,2014-12-01,1,7
5349,F,U,Public Sector,60,1978-04-01,2013-02-01,2,0
5350,M,M,Unemployed,70,1983-02-01,2016-01-01,0,0
5351,M,M,Private Sector,10,1980-07-01,2016-12-01,3,0
5352,M,U,Private Sector,40,1986-11-01,2013-01-01,1,1
5353,F,U,Unemployed,10,1981-01-01,2012-09-01,1,6
5354,M,M,Private Sector,50,1987-10-01,2015-04-01,3,0
5355,M,U,Private Sector,50,1984-10-01,2016-09-01,2,0
5356,F,C,Public Sector,20,1984-09-01,2016-02-01,3,0
5357,F,O,Private Sector,20,1989-06-01,2013-11-01,4,0
5358,F,C,Self-employed,50,1978-08-01,2013-09-01,1,0
5359,M,C,Public Sector,50,1986-11-01,2017-05-01,0,7
5360,F,C,Private Sector,30,1974-03-01,2015-09-01,0,2
5361,F,C,Public Sector,40,1976-11-01,2013-10-01,1,0
5362,M,C,Unemployed,20,1980-09-01,2015-12-01,0,1
5363,M,C,Public Sector,20,1987-09-01,2015-12-01,0,0
5364,F,C,Private Sector,30,1975-09-01,2014-07-01,0,2
5365,F,M,Self-employed,20,1981-01-01,2013-02-01,5,2
5366,M,U,Unemployed,70,1975-09-01,2013-06-01,0,0
5367,M,C,Self-employed,70,1988-01-01,2013-05-01,1,4
5368,F,C,Public Sector,70,1974-04-01,2013-03-01,0,1
5369,F,M,Unemployed,20,1985-11-01,2014-08-01,0,4
5370,M,U,Public Sector,40,1989-04-01,2014-07-01,3,0
5371,M,O,Public Sector,70,1974-08-01,2014-09-01,2,4
5372,M,O,Unemployed,10,1969-08-01,2015-07-01,1,3
5373,F,C,Private Sector,30,1979-05-01,2015-02-01,0,1
5374,M,U,Private Sector,80,1974-04-01,2015-07-01,3,1
5375,M,C,Unemployed,40,1979-07-01,2016-12-01,0,6
5376,M,O,Private Sector,10,1974-05-01,2015-11-01,2,0
5377,F,U,Public Sector,80,1980-03-01,2015-09-01,0,2
5378,F,C,Unemployed,10,1979-02-01,2013-07-01,2,7
5379,M,M,Private Sector,10,1985-01-01,2014-09-01,4,7
5380,M,M,Unemployed,30,1986-10-01,2014-01-01,1,3
5381,M,C,Public Sector,20,1980-05-01,2013-10-01,3,0
5382,F,O,Private Sector,70,1981-01-01,2013-08-01,3,1
5383,F,U,Unemployed,80,1983-06-01,2013-03-01,0,0
5384,F,J,Unemployed,70,1971-11-01,2015-08-01,0,0
5385,M,C,Unemployed,40,1980-03-01,2015-10-01,0,0
5386,M,C,Unemployed,80,1969-02-01,2012-10-01,0,7
5387,M,U,Unemployed,40,1978-09-01,2016-04-01,1,0
5388,M,C,Public Sector,60,1984-12-01,2015-12-01,0,2
5389,F,J,Private Sector,10,1980-07-01,2016-06-01,5,0
5390,F,C,Self-employed,30,1988-07-01,2016-01-01,0,0
5391,M,O,Unemployed,40,1981-03-01,2015-03-01,1,7
5392,M,U,Public Sector,10,1985-04-01,2016-09-01,0,3
5393,F,C,Public Sector,50,1976-06-01,2016-12-01,3,1
5394,M,C,Public Sector,10,1968-07-01,2013-04-01,0,0
5395,M,M,Private Sector,40,1983-05-01,2015-08-01,1,0
5396,F,M,Public Sector,30,1976-12-01,2013-03-01,0,0
5397,M,M,Public Sector,30,1984-06-01,2016-11-01,2,0
5398,M,O,Private Sector,60,1982-07-01,2015-01-01,0,0
5399,M,C,Private Sector,20,1987-12-01,2017-05-01,0,0
